external_id,domain,type,topic,difficulty,question,code,language,option_a,option_b,option_c,option_d,correct,explanation
FS-E055,full-stack,mcq,databases,easy,What is a database transaction?,,,A single SQL statement,A group of operations that all succeed or all fail together,A backup of the database,A connection to the database,B,Atomicity means partial application is impossible; the transaction commits or rolls back as a unit.
FS-E056,full-stack,mcq,architecture,easy,What is the main purpose of a load balancer?,,,Compressing responses,Storing session data,Encrypting traffic,Distributing incoming requests across multiple servers,D,It spreads load and routes around failed instances.
FS-E057,full-stack,mcq,architecture,easy,What does stateless mean for an API server?,,,It has no database,It cannot use cookies,"Each request carries everything needed, so any instance can serve it",It never returns data,C,Statelessness is what makes horizontal scaling and instance replacement straightforward.
FS-E058,full-stack,mcq,testing,easy,What does a unit test verify?,,,The whole system end to end,One small piece of logic in isolation,The user interface visually,Production uptime,B,"Unit tests are fast and narrow, which is what makes them useful during development."
FS-E059,full-stack,mcq,testing,easy,What is an integration test?,,,A test that several components work correctly together,A test of one pure function,A manual test by a human,A performance benchmark,A,Integration tests catch the wiring bugs that unit tests with mocks cannot see.
FS-E060,full-stack,mcq,javascript,easy,What does Array.prototype.map return?,,,A single accumulated value,The number of elements,The original array modified in place,A new array of the same length with transformed values,D,map is non-mutating and always returns a new array of equal length. reduce collapses to one value.
FS-E061,full-stack,code_output,javascript,easy,What does this print?,"console.log([1, 2, 3].filter(n => n > 1).length)",javascript,1,2,3,0,B,"filter keeps 2 and 3, so the resulting array has length 2."
FS-E062,full-stack,mcq,javascript,easy,What is the difference between null and undefined?,,,undefined is an assigned absence; null means never declared,They are identical,null is a number and undefined is a string,undefined means not assigned; null is an explicitly assigned empty value,D,A declared but unassigned variable is undefined; null is a value you deliberately set.
FS-E063,full-stack,mcq,css,easy,What does position: absolute position an element relative to?,,,The document body always,The viewport always,The nearest positioned ancestor,Its immediate parent always,C,"It anchors to the closest ancestor with a position other than static, falling back to the initial containing block."
FS-E064,full-stack,mcq,css,easy,What does a media query let you do?,,,Query the database from CSS,Apply styles conditionally based on viewport or device characteristics,Load images faster,Play audio in CSS,B,Media queries are the foundation of responsive layout.
FS-E065,full-stack,mcq,performance,easy,Why is lazy loading images below the fold useful?,,,It is required by HTML5,It improves image quality,It reduces initial page weight and speeds up first render,It caches images permanently,C,Deferring off-screen images means the browser spends its early bandwidth on what the user can actually see.
FS-E066,full-stack,mcq,performance,easy,What does a CDN primarily improve?,,,Server-side rendering time,"Latency, by serving assets from a location near the user",Password security,Database query speed,B,"Physical distance is latency, and edge caches shorten it."
FS-E067,full-stack,mcq,auth,easy,What is a JWT?,,,A signed token carrying claims that the server can verify,A password hashing algorithm,A session cookie format unique to PHP,An encrypted database column,A,A JWT's signature lets a server trust its contents without a session lookup. Signed does not mean encrypted.
FS-E068,full-stack,mcq,auth,easy,Why should a JWT never carry secret data in its payload?,,,JWTs cannot store strings,The payload is discarded by the browser,"The payload is base64 encoded, not encrypted, so anyone can read it",It makes the token too long,C,"Base64 is encoding, not encryption. Signing proves integrity, not confidentiality."
FS-E069,full-stack,mcq,git,easy,What does a .gitignore file do?,,,Marks files as read-only,Deletes files from history,Lists files git should not track,Encrypts sensitive files,C,"It stops untracked files matching those patterns from being added, though already-tracked files are unaffected."
FS-E070,full-stack,mcq,api,easy,What does rate limiting protect against?,,,Cross-origin requests,A single client overwhelming the service with requests,Invalid JSON,Slow database queries,B,"Rate limits bound the damage one client can do, whether malicious or a runaway retry loop."
FS-M001,full-stack,debug,javascript,medium,"This logs 3 three times instead of 0, 1, 2. Why?","for (var i = 0; i < 3; i++) {\n  setTimeout(() => console.log(i), 0)\n}",javascript,setTimeout cannot take 0,Arrow functions cannot close over variables,The loop runs after the timeouts,var is function scoped so all three closures share one i,D,"All callbacks reference the same binding, which is 3 by the time they run. Using let creates a fresh binding per iteration."
FS-M002,full-stack,code_output,javascript,medium,What does this print?,const o = { a: 1 }\nconst c = { ...o }\nc.a = 2\nconsole.log(o.a),javascript,It throws,2,1,undefined,C,"Spread makes a shallow copy, so assigning to c.a does not touch o."
FS-M003,full-stack,code_output,javascript,medium,What does this print?,const o = { a: { b: 1 } }\nconst c = { ...o }\nc.a.b = 2\nconsole.log(o.a.b),javascript,It throws,1,undefined,2,D,"The copy is shallow: c.a and o.a point at the same nested object, so the mutation is shared."
FS-M004,full-stack,mcq,javascript,medium,What does the event loop do when the call stack is empty?,,,Terminates the process,"Drains the microtask queue, then takes one macrotask",Runs all timers first,Blocks until new code is written,B,Microtasks such as promise callbacks run to completion before the next timer or I/O callback.
FS-M005,full-stack,debug,react,medium,This effect runs on every render and hammers the API. What is wrong?,useEffect(() => {\n  fetch('/api/items').then(setItems)\n}),javascript,fetch cannot be used in useEffect,setItems must be awaited,"The dependency array is missing, so the effect runs after every render",The effect needs a cleanup function,C,"With no dependency array the effect runs every render; setting state triggers a render, which runs it again."
FS-M006,full-stack,debug,react,medium,The counter always shows 1 no matter how many times the button is clicked rapidly. Why?,const inc = () => {\n  setCount(count + 1)\n  setCount(count + 1)\n},javascript,setCount only works once per handler,Both calls read the same stale count from this render's closure,count must be declared with let,React batches only the first update,B,Both reads see the same captured value. The functional form setCount(c => c + 1) reads the latest state instead.
FS-M007,full-stack,mcq,react,medium,What problem does useCallback solve?,,,It caches network responses,It runs code after render,It keeps a function identity stable so memoised children do not re-render,It makes functions run faster,C,A new function identity every render defeats React.memo on a child that receives it as a prop.
FS-M008,full-stack,mcq,react,medium,When is useMemo actually worth using?,,,For every computed value,When the computation is genuinely expensive or the identity must stay stable,Only inside class components,To replace useState,B,useMemo has its own cost. Wrapping cheap computations adds overhead and noise for no gain.
FS-M009,full-stack,scenario,react,medium,A form re-renders the whole page on every keystroke and feels sluggish. What is the most targeted fix?,,,Switch to class components,Debounce the render itself,Move the input state down into the smallest component that needs it,Add useMemo to every child,C,State placed too high re-renders everything below it. Colocating state limits the render to the subtree that actually changed.
FS-M010,full-stack,mcq,react,medium,What does the cleanup function returned from useEffect do?,,,Runs before the effect re-runs and on unmount,Runs only once at mount,Cancels the component render,Clears all component state,A,It is where you remove listeners and abort requests so effects do not leak across renders.
FS-M011,full-stack,scenario,api,medium,Your API returns 200 with an error message in the body when validation fails. Why is this a problem?,,,200 is reserved for GET,It breaks JSON parsing,It uses more bandwidth,"Clients, caches and monitoring all treat the response as a success",D,"Status codes are the machine-readable contract. Errors hidden behind 200 defeat retries, alerting and caching."
FS-M012,full-stack,mcq,api,medium,What makes an API endpoint idempotent?,,,It is read-only,Repeating the same request leaves the system in the same state,It never fails,It always returns the same body,B,"Idempotency is about the resulting state, not the response body, and is what makes safe retries possible."
FS-M013,full-stack,scenario,api,medium,A payment endpoint is called twice because the client retried on timeout. How should the server prevent a double charge?,,,Require a client-supplied idempotency key and return the original result for repeats,Use a longer timeout,Log the duplicate and charge anyway,Reject all retries,A,The key lets the server recognise a repeat of the same logical operation and replay the first outcome.
FS-M014,full-stack,mcq,api,medium,Why is offset-based pagination problematic on large tables?,,,It requires a primary key,It only works with SQL,It cannot sort,"The database must scan and discard every skipped row, and rows shift between pages",D,"OFFSET 100000 reads and throws away 100000 rows, and concurrent inserts make items appear twice or not at all."
FS-M015,full-stack,mcq,api,medium,What does keyset (cursor) pagination use instead of an offset?,,,A page number,A count of total rows,The last seen sort key as a starting point,A random sample,C,"WHERE id > last_id uses the index directly, so page 1000 costs the same as page 1."
FS-M016,full-stack,debug,sql,medium,This query is slow on a 5 million row table despite an index on created_at. Why?,SELECT * FROM orders\nWHERE DATE(created_at) = '2026-01-01',sql,SELECT * is the only problem,The index must be on the primary key,Wrapping the column in a function prevents the index from being used,DATE() is not a valid function,C,A function applied to the column makes the predicate non-sargable. Compare against a range instead.
FS-M017,full-stack,mcq,sql,medium,What is an N+1 query problem?,,,Fetching a list then issuing one more query per item,A query with too many joins,Running the same query in parallel,One query returning too many rows,A,"The list costs one query and each item costs another, so latency scales with result size. A join or batched fetch fixes it."
FS-M018,full-stack,mcq,sql,medium,"What does a composite index on (a, b) help with?",,,Any query on the table,Queries filtering on b alone,Only queries using both columns with equality,"Queries filtering on a, or on a and b together",D,"A composite index can be used left to right, so a alone works but b alone generally does not."
FS-M019,full-stack,scenario,sql,medium,Two transactions each update two rows in opposite order and both hang. What is happening?,,,The database is out of memory,The index is corrupted,The connection pool is exhausted,A deadlock: each holds a lock the other needs,D,Consistent lock ordering across transactions is the standard prevention.
FS-M020,full-stack,mcq,sql,medium,What does the READ COMMITTED isolation level prevent?,,,Nothing,All anomalies,"Dirty reads, but not non-repeatable reads",Phantom reads only,C,"You never see uncommitted data, but a row can change between two reads in the same transaction."
FS-M021,full-stack,mcq,sql,medium,What is a covering index?,,,"An index that contains all columns a query needs, so the table is never read",A unique index,An index on a foreign key,An index on every column,A,"An index-only scan avoids the table lookup entirely, which can be a large win."
FS-M022,full-stack,scenario,databases,medium,A connection pool of 100 is exhausted under load though the database is idle. What is the likely cause?,,,Queries are too fast,The database is too small,"Connections are not being released, or transactions stay open too long",The pool size is too large,C,"An idle database with an exhausted pool points at leaked connections or long-lived transactions, not capacity."
FS-M023,full-stack,mcq,databases,medium,Why is a serverless architecture prone to database connection exhaustion?,,,Each instance opens its own connections and instances scale independently,Serverless cannot use TCP,Databases reject serverless clients,Connections are never closed by design,A,"Hundreds of concurrent instances each holding connections overwhelms a fixed server limit, which is why external poolers exist."
FS-M024,full-stack,mcq,security,medium,How do parameterised queries prevent SQL injection?,,,They validate input length,"The query structure is sent separately from the data, so input can never become code",They encrypt the query,They escape quotes in the string,B,"The parser sees the statement before it sees the values, so a value cannot alter the statement."
FS-M025,full-stack,mcq,security,medium,What is CSRF?,,,Reading data across origins,Tricking a logged-in user's browser into making an unintended state-changing request,Injecting scripts into a page,Guessing a session token,B,"The browser attaches cookies automatically, so a request from an attacker's page carries the victim's session."
FS-M026,full-stack,mcq,security,medium,How does SameSite=Lax on a session cookie help against CSRF?,,,The browser omits the cookie on most cross-site requests,It blocks all cookies,It encrypts the cookie,It shortens the cookie lifetime,A,Lax withholds the cookie on cross-site POSTs and subrequests while keeping normal top-level navigation working.
FS-M027,full-stack,scenario,security,medium,User-supplied markdown is rendered as HTML on a profile page. What is the required mitigation?,,,Escape only single quotes,Store the markdown encrypted,Serve the page over HTTPS,Sanitise the generated HTML against an allow-list before rendering,D,"Markdown permits raw HTML, so the rendered output must be sanitised. HTTPS and encryption address different threats."
FS-M028,full-stack,mcq,security,medium,Why is bcrypt or argon2 preferred over SHA-256 for password storage?,,,They are newer standards,They produce shorter hashes,"They are deliberately slow and salted, which makes brute forcing expensive",They are reversible when needed,C,A fast hash is a liability for passwords: attackers can try billions per second.
FS-M029,full-stack,mcq,security,medium,What does a Content Security Policy header do?,,,"Restricts which sources of script, style and other resources a page may load",Validates form input,Sets cookie flags,Encrypts responses,A,CSP is defence in depth against XSS: even injected script fails if its source is not allowed.
FS-M030,full-stack,scenario,auth,medium,Access tokens are stored in localStorage and your site has an XSS vulnerability. What is the consequence?,,,Injected script can read the token and impersonate the user anywhere,Only that tab is affected,The token expires immediately,"Nothing, tokens are signed",A,"localStorage is readable by any script on the origin, which is why HttpOnly cookies are safer against XSS."
FS-M031,full-stack,mcq,auth,medium,Why do refresh tokens usually have a longer lifetime than access tokens?,,,Refresh tokens are sent on every request,Refresh tokens are unencrypted,Short-lived access tokens limit the damage of a leak while refresh tokens keep users signed in,Access tokens cannot be revoked,C,"The split bounds the exposure window of the credential that travels most, while keeping sessions usable."
FS-M032,full-stack,mcq,auth,medium,Why is a stateless JWT hard to revoke before it expires?,,,"The server keeps no record of it, so there is nothing to invalidate",It has no expiry claim,The signature cannot be checked,It is stored on the client,A,"Revocation requires state: a denylist, short expiry with refresh, or a token version checked per request."
FS-M033,full-stack,code_output,typescript,medium,"Does this compile, and why?",function f(x: string | number) {\n  return x.toUpperCase()\n},typescript,"Yes, TypeScript coerces to string","No — toUpperCase does not exist on number, so the union must be narrowed","Yes, unions allow any member's methods",No — union types are not valid parameters,B,Only members present on every union member are accessible until you narrow with a typeof check.
FS-M034,full-stack,mcq,typescript,medium,What is the difference between unknown and any?,,,unknown must be narrowed before use; any disables checking entirely,They are identical,unknown is only for objects,any is safer than unknown,A,unknown keeps the type system engaged and forces a check; any silently opts out.
FS-M035,full-stack,mcq,typescript,medium,What does a discriminated union give you?,,,Automatic serialisation,Runtime type validation,Exhaustive narrowing on a shared literal field,Faster compilation,C,Switching on the discriminant lets the compiler narrow each branch and flag unhandled cases.
FS-M036,full-stack,mcq,css,medium,What causes margin collapsing?,,,Using flexbox,Setting overflow to hidden,Applying a border,Adjacent vertical margins of block elements merging into the larger one,D,Vertical margins between block siblings collapse; flex and grid containers do not collapse their children's margins.
FS-M037,full-stack,mcq,css,medium,Why does a z-index sometimes have no effect?,,,The value is too small,z-index needs a unit,"The element is not positioned, or it sits in a different stacking context",z-index only works on images,C,"z-index applies to positioned elements, and a parent creating a stacking context traps its children's ordering."
FS-M038,full-stack,scenario,performance,medium,A page has a good load time but content visibly jumps as it renders. Which metric captures this?,,,First Input Delay,Largest Contentful Paint,Cumulative Layout Shift,Time to First Byte,C,"CLS measures unexpected layout movement, usually from images or ads without reserved space."
FS-M039,full-stack,mcq,performance,medium,Why does specifying width and height on an image improve layout stability?,,,It disables lazy loading,It compresses the image,The browser reserves the correct space before the image loads,It loads the image sooner,C,"Without dimensions the browser cannot reserve space, so surrounding content shifts when the image arrives."
FS-M040,full-stack,mcq,performance,medium,What does code splitting achieve?,,,Loading only the JavaScript a route actually needs,Faster server responses,Fewer HTTP requests,Smaller total bundle size,A,"Total bytes may be similar, but the initial download shrinks because the rest loads on demand."
FS-M041,full-stack,mcq,caching,medium,What is the difference between Cache-Control max-age and stale-while-revalidate?,,,max-age is how long it is fresh; stale-while-revalidate allows serving stale content while refreshing in the background,stale-while-revalidate disables caching,They are aliases,max-age is for images only,A,The pair gives fast responses and eventual freshness without a blocking revalidation.
FS-M042,full-stack,mcq,caching,medium,What does an ETag enable?,,,Compression of the response,Encryption of cached data,Automatic cache eviction,Conditional requests that return 304 when content has not changed,D,The client sends If-None-Match and the server can skip resending an unchanged body.
FS-M043,full-stack,scenario,caching,medium,A popular cache key expires and hundreds of requests hit the database simultaneously. What is this and how is it addressed?,,,Cache poisoning; validate inputs,A memory leak; restart the cache,Normal behaviour; increase database size,Cache stampede; use a lock or serve stale while one request refreshes,D,Only one request should do the expensive recompute while the rest wait or are served stale.
FS-M044,full-stack,mcq,node,medium,Why should CPU-heavy work in Node be moved to a worker thread or separate service?,,,Worker threads are faster at everything,It uses too much memory otherwise,It blocks the event loop and stalls every concurrent request,Node cannot do arithmetic,C,The single JS thread means CPU work is not concurrent with request handling.
FS-M045,full-stack,mcq,node,medium,What does streaming a large file response avoid?,,,Compression,Buffering the whole file in memory before sending,Using the network,Setting Content-Type,B,Streaming keeps memory bounded regardless of file size and starts delivery sooner.
FS-M046,full-stack,code_output,javascript,medium,What does this print?,console.log(0.1 + 0.2 === 0.3),javascript,true,false,It throws a RangeError,undefined,B,"Binary floating point cannot represent 0.1 or 0.2 exactly, so the sum is 0.30000000000000004."
FS-M047,full-stack,code_output,javascript,medium,What does this print?,"const arr = [10, 1, 2]\nconsole.log(arr.sort())",javascript,"[1, 10, 2]","[2, 1, 10]","[1, 2, 10]","[10, 1, 2]",A,"Array.sort converts elements to strings by default, so ""10"" sorts before ""2""."
FS-M048,full-stack,code_output,javascript,medium,What does this print?,"console.log([1, 2, 3].reduce((a, b) => a + b, 10))",javascript,16,10,It throws,6,A,"The initial value 10 is added to the sum of the array, giving 16."
FS-M049,full-stack,debug,javascript,medium,Why does this always log 'no items' even when the array has elements?,if (items.length = 0) {\n  console.log('no items')\n},javascript,"Assignment = is used instead of comparison, which sets length to 0",Arrays have no length property,length cannot be compared,The array is empty,A,"The assignment truncates the array and evaluates to 0, but the branch runs because the code then reads as falsy — and worse, the data is destroyed."
FS-M050,full-stack,mcq,javascript,medium,What does the optional chaining operator ?. do?,,,Converts the value to a boolean,Throws a clearer error,Returns undefined instead of throwing when the left side is null or undefined,Provides a default value,C,It short-circuits the whole chain. The ?? operator is what supplies a default.
FS-M051,full-stack,mcq,javascript,medium,How does ?? differ from ||?,,,"?? only falls back on null or undefined, not on 0 or empty string",They are identical,|| works only with booleans,?? is invalid in strict mode,A,"|| treats 0 and '' as falsy, which silently replaces legitimate values."
