external_id,domain,type,topic,difficulty,question,code,language,option_a,option_b,option_c,option_d,correct,explanation
CD-E012,cloud-devops,mcq,deployment,easy,What is a rolling deployment?,,,Replacing instances gradually so the service stays available throughout,Deploying everything at once,Deploying on a schedule,Rolling back automatically,A,It requires the old and new versions to coexist briefly.
CD-E013,cloud-devops,mcq,deployment,easy,Why is the ability to roll back quickly important?,,,Mean time to recovery matters more than preventing every bad deploy,Rollbacks are cheaper than testing,It removes the need for tests,Rollbacks are required by law,A,Everything eventually ships a bug; fast recovery is what limits the damage.
CD-E014,cloud-devops,mcq,iac,easy,What is infrastructure as code?,,,Storing code in a cloud repository,Generating code automatically,Defining infrastructure in version-controlled files rather than clicking in a console,Writing application code in the cloud,C,"It makes infrastructure reviewable, reproducible and diffable."
CD-E015,cloud-devops,mcq,iac,easy,What is configuration drift?,,,Slow configuration loading,Changing configuration formats,Live infrastructure diverging from what the code declares,Configuration files becoming large,C,"Manual console changes are the usual cause, and they break reproducibility."
CD-E016,cloud-devops,mcq,iac,easy,Why is a declarative infrastructure tool usually preferred over a script?,,,Scripts cannot create resources,It runs faster,Declarative tools are newer,You describe the desired end state and the tool reconciles toward it,D,Reconciliation is naturally idempotent; imperative scripts must handle every partial state themselves.
CD-E017,cloud-devops,mcq,monitoring,easy,What is the difference between monitoring and observability?,,,Observability is only logging,Monitoring requires agents,Monitoring watches known signals; observability is being able to ask new questions of a system,They are the same,C,Monitoring answers questions you anticipated; observability helps with the ones you did not.
CD-E018,cloud-devops,mcq,monitoring,easy,What are the three commonly cited pillars of observability?,,,"Metrics, logs and traces","CPU, memory and disk","Alerts, dashboards and reports","Uptime, latency and errors",A,"Each answers a different question: how much, what happened, and where did the time go."
CD-E019,cloud-devops,mcq,monitoring,easy,What is a metric in monitoring terms?,,,A numeric measurement recorded over time,A text record of an event,A request's path through services,An alert rule,A,"Metrics aggregate cheaply, which is why they suit dashboards and alerts."
CD-E020,cloud-devops,mcq,monitoring,easy,What is a distributed trace?,,,A log file,A CPU profile,A network capture,A record of one request's path and timing across multiple services,D,It is how you find which service in a chain of ten is responsible for the latency.
CD-E021,cloud-devops,mcq,sre,easy,What is an SLA?,,,A measurement of latency,A monitoring tool,"A commitment to a customer about service levels, usually with consequences",An internal target,C,"An SLO is the internal target; the SLA is the external promise, usually set more loosely."
CD-E022,cloud-devops,mcq,sre,easy,What is an SLO?,,,An internal target for a service level indicator,A customer contract,A type of alert,A deployment strategy,A,SLOs drive engineering decisions; SLAs drive contractual ones.
CD-E023,cloud-devops,mcq,sre,easy,What does 99.9% availability allow per 30-day month?,,,About 4 minutes,About 7 hours,About 3 hours,About 43 minutes of downtime,D,Three nines is roughly 43 minutes; four nines is about 4 minutes.
CD-E024,cloud-devops,mcq,sre,easy,What is an error budget?,,,The monitoring budget,The amount of unreliability an SLO permits before changes must slow down,The cost of outages,The number of bugs allowed,B,It turns reliability from an argument into a number both sides can see.
CD-E025,cloud-devops,mcq,scaling,easy,What is horizontal scaling?,,,Adding more instances to share the load,Adding CPU and memory to one instance,Adding more storage,Adding more regions,A,Vertical scaling grows one machine and eventually hits a ceiling.
CD-E026,cloud-devops,mcq,scaling,easy,What is autoscaling?,,,Automatically adjusting capacity in response to load or a schedule,Scaling once at deploy,Manually adding servers,Scaling the database only,A,"It needs a signal, a target and cooldowns to avoid oscillating."
CD-E027,cloud-devops,mcq,scaling,easy,Why must an application be stateless to scale horizontally without sticky sessions?,,,State cannot be stored in the cloud,Load balancers require it,Any instance must be able to serve any request,Stateful apps are slower,C,"Local state ties a user to one instance, which breaks when that instance goes away."
CD-E028,cloud-devops,mcq,load-balancing,easy,What does a load balancer health check do?,,,Scales the service,Stops sending traffic to instances that fail the check,Restarts failed instances,Measures response time only,B,It is how a failing instance is removed from rotation automatically.
CD-E029,cloud-devops,mcq,load-balancing,easy,What is a sticky session?,,,Routing a user's requests to the same backend instance,A session that never expires,A session stored in a cookie,A cached response,A,It is a workaround for local state and it undermines even load distribution.
CD-E030,cloud-devops,mcq,networking,easy,What does DNS do?,,,Translates domain names into IP addresses,Encrypts traffic,Balances load,Caches web pages,A,It is the naming layer that lets addresses change without changing the name.
CD-E031,cloud-devops,mcq,networking,easy,What does a TTL on a DNS record control?,,,The number of hops,How long resolvers may cache the record,How long the domain is registered,The timeout of a request,B,Lowering TTL before a planned change makes the cutover faster.
CD-E032,cloud-devops,mcq,networking,easy,What is a reverse proxy?,,,A DNS server,A firewall rule,A server that receives client requests and forwards them to backend servers,A proxy used by clients to reach the internet,C,"It is where TLS termination, routing and caching commonly live."
CD-E033,cloud-devops,mcq,cloud,easy,What does infrastructure as a service provide?,,,A monitoring dashboard,"Virtual machines, storage and networking that you manage yourself",A fully managed application,A development framework,B,PaaS manages the runtime for you; SaaS delivers the whole application.
CD-E034,cloud-devops,mcq,cloud,easy,What is an availability zone?,,,A billing boundary,An isolated datacentre location within a region,A geographic region,A network subnet,B,Spreading instances across zones protects against a single facility failing.
CD-E035,cloud-devops,mcq,cloud,easy,Why deploy across multiple availability zones?,,,It simplifies networking,A failure in one zone does not take the whole service down,It reduces cost,It improves security,B,It is the cheapest meaningful resilience improvement most services can make.
CD-E036,cloud-devops,mcq,cloud,easy,What is object storage best suited for?,,,In-memory caching,Real-time message passing,"Large immutable files such as images, backups and exports",Transactional relational data,C,It is cheap and durable but not a filesystem or a database.
CD-E037,cloud-devops,mcq,serverless,easy,What characterises a serverless function?,,,There are no servers involved,It cannot access a database,It runs indefinitely,You supply code and the platform manages the servers and scaling,D,Servers exist; you simply do not manage them.
CD-E038,cloud-devops,mcq,serverless,easy,What is a cold start?,,,The first deployment of a function,A scheduled restart,A failed invocation,The added latency when a new function instance must be initialised,D,Warm instances handle subsequent requests without that penalty.
CD-E039,cloud-devops,mcq,linux,easy,What does chmod change?,,,The file's location,File permissions,File ownership,The file's contents,B,chown changes ownership.
CD-E040,cloud-devops,mcq,linux,easy,What does the command grep do?,,,Changes directories,Searches text for lines matching a pattern,Copies files,Lists processes,B,It is the everyday tool for finding things in logs and files.
CD-E041,cloud-devops,code_output,linux,easy,What does this command print?,"echo ""a b c"" | wc -w",bash,5,0,1,3,D,"wc -w counts words, and there are three."
CD-E042,cloud-devops,mcq,linux,easy,What does a pipe between two commands do?,,,Writes output to a file,Runs the second only if the first succeeds,Sends the first command's output as the second command's input,Runs them in parallel,C,&& is what runs the second on success.
CD-E043,cloud-devops,mcq,linux,easy,What does the command tail -f do to a log file?,,,Compresses the file,Shows the end and keeps printing new lines as they are written,Shows the first lines,Deletes old lines,B,It is the standard way to watch a log live.
CD-E044,cloud-devops,mcq,git,easy,Why is a feature branch useful?,,,Work can proceed without destabilising the main branch,It runs tests automatically,It compresses history,Branches are required by git,A,It keeps the shared branch releasable while work is in progress.
CD-E045,cloud-devops,mcq,git,easy,What does a pull request provide beyond merging?,,,Automatic conflict resolution,A backup of the branch,"A place for review, discussion and automated checks before the change lands",Faster merging,C,The review and the CI gate are the point.
CD-E046,cloud-devops,mcq,secrets,easy,Where should database passwords be stored for a deployed application?,,,"In a secret manager or injected environment variable, never in the repository",In a config file in git,In the application source,In the container image,A,Anything in the repo or image is visible to everyone who can read either.
CD-E047,cloud-devops,mcq,secrets,easy,Why is secret rotation important?,,,It improves performance,It reduces storage,It is a compliance formality only,It limits how long a leaked credential remains useful,D,Leaks are often discovered long after they happen.
CD-E048,cloud-devops,mcq,logging,easy,Why is structured logging preferable to free-text logs?,,,Fields can be queried and aggregated reliably,It uses less disk,It is easier to write,Free text cannot be stored,A,Parsing free text with regular expressions breaks the moment the message changes.
CD-E049,cloud-devops,mcq,logging,easy,Why should logs be shipped off the instance?,,,Logs cannot be read locally,It reduces log volume,"The instance may be replaced or destroyed, taking its logs with it",Local disks are slow,C,"In an autoscaling environment, the instance you want to investigate is often already gone."
CD-E050,cloud-devops,mcq,logging,easy,What is log level filtering for?,,,Compressing logs,Encrypting logs,Routing logs to different files only,Controlling how much detail is recorded without changing the code,D,Running at debug in production is usually too expensive and too noisy.
CD-E051,cloud-devops,mcq,databases,easy,What is a read replica used for?,,,Caching query results,Serving read queries to reduce load on the primary,Storing backups,Handling writes,B,"Writes still go to the primary, and replicas lag behind it."
CD-E052,cloud-devops,mcq,databases,easy,What is replication lag?,,,The time to run a query,The backup window,Network latency to the database,The delay before a write on the primary appears on a replica,D,It is why a user can write a row and then not see it on the next page load.
CD-E053,cloud-devops,mcq,databases,easy,What is a connection pool?,,,A cache of query results,A backup mechanism,A set of reused database connections shared by the application,A group of database servers,C,Opening a connection per request is expensive and exhausts server limits.
CD-E054,cloud-devops,mcq,caching,easy,What is Redis commonly used for?,,,Compiling code,"In-memory caching, rate limiting and ephemeral shared state",Long-term durable storage of relational data,Serving static files,B,"Its speed comes from being in memory, which is also why durability needs care."
CD-E055,cloud-devops,mcq,caching,easy,What is a TTL on a cache entry?,,,The maximum size,The number of reads allowed,How long the entry remains valid before expiring,The time taken to write it,C,It is the simplest form of invalidation.
CD-E056,cloud-devops,mcq,kubernetes,easy,What is a pod in Kubernetes?,,,A namespace,"The smallest deployable unit, holding one or more containers that share a network namespace",A single container,A physical machine,B,Containers in a pod share an IP and can reach each other on localhost.
CD-E057,cloud-devops,mcq,kubernetes,easy,What does a Kubernetes Deployment manage?,,,Persistent storage,Network policies,Secrets only,A desired number of replicas and their rollout,D,It creates a ReplicaSet and handles rolling updates between versions.
CD-E058,cloud-devops,mcq,kubernetes,easy,What does a Kubernetes Service provide?,,,Container images,Log aggregation,A stable network endpoint in front of a changing set of pods,Persistent volumes,C,"Pod IPs change constantly, so a stable virtual address is needed."
CD-E059,cloud-devops,mcq,kubernetes,easy,What is the difference between a liveness and a readiness probe?,,,Liveness restarts an unhealthy container; readiness controls whether it receives traffic,They are identical,Readiness restarts the pod,Liveness controls traffic,A,Confusing them causes pods to be killed while merely warming up.
CD-E060,cloud-devops,mcq,cost,easy,Why do idle over-provisioned instances matter in cloud cost?,,,They cannot be monitored,Idle instances are free,You pay for capacity whether or not it is used,They slow the network,C,Right-sizing and autoscaling are the main levers.
CD-E061,cloud-devops,mcq,cost,easy,Why is egress bandwidth a common source of surprise cloud cost?,,,It is billed per request,It is always free,Data leaving the provider's network is often billed at a much higher rate than storage,Egress is unlimited,C,Serving large files directly from object storage without a CDN is a classic case.
CD-E062,cloud-devops,mcq,backup,easy,What is a recovery point objective?,,,The maximum acceptable amount of data loss measured in time,The time to restore service,The backup frequency limit,The retention period,A,RTO is how fast you must recover; RPO is how much data you can afford to lose.
CD-E063,cloud-devops,mcq,backup,easy,What is a recovery time objective?,,,The data loss tolerance,The maximum acceptable time to restore service after an incident,The age of the oldest backup,The time between backups,B,The pair together define what your backup strategy actually has to achieve.
CD-E064,cloud-devops,mcq,incident,easy,What is a runbook?,,,A documented procedure for handling a known operational situation,A log of past incidents,A deployment script,A monitoring dashboard,A,It is what lets someone unfamiliar act correctly at 3am.
CD-E065,cloud-devops,mcq,incident,easy,What is the purpose of a blameless postmortem?,,,Understanding systemic causes so the same failure cannot recur,Identifying who to hold responsible,Satisfying compliance,Estimating downtime cost,A,"Blame drives incidents underground, which removes the information you need."
CD-E066,cloud-devops,mcq,incident,easy,Why is an on-call rotation preferable to one person owning all alerts?,,,One person is more consistent,It is sustainable and spreads operational knowledge across the team,It reduces the number of alerts,It is required by cloud providers,B,A single point of human failure is still a single point of failure.
CD-E067,cloud-devops,mcq,testing,easy,What is a smoke test after deployment?,,,A quick check that the critical paths work before declaring the deploy successful,A full regression suite,A load test,A security scan,A,It catches the obvious breakage in seconds rather than waiting for users to report it.
CD-E068,cloud-devops,mcq,testing,easy,What does a load test measure?,,,How the system behaves under expected or elevated traffic,Whether the code compiles,Code coverage,Security vulnerabilities,A,It reveals the bottleneck that only appears under concurrency.
CD-E069,cloud-devops,mcq,testing,easy,Why should load testing happen before a major event rather than during it?,,,It is cheaper on weekends,Tests are more accurate beforehand,It is not necessary,Discovering the capacity ceiling under real users means discovering it as an outage,D,The whole point is to find the limit somewhere it does not cost you anything.
CD-E070,cloud-devops,mcq,cdn,easy,What does a CDN cache at the edge?,,,Container images only,Static assets served from a location close to the user,Database queries,Application logs,B,It cuts latency and offloads traffic from the origin.
CD-M001,cloud-devops,debug,docker,medium,Why does every code change rebuild all dependencies in this Dockerfile?,COPY . /app\nRUN npm install,dockerfile,npm install cannot be cached,COPY must come last,The base image is wrong,Copying everything first invalidates the cache layer before install runs,D,"Copy package.json and lockfile, run install, then copy the source, so the dependency layer stays cached."
CD-M002,cloud-devops,mcq,docker,medium,What does a multi-stage Docker build achieve?,,,Faster builds only,Multiple images from one file,Parallel layer creation,Build tools stay in an earlier stage so the final image ships only the runtime,D,"The compiler, headers and dev dependencies never reach production."
CD-M003,cloud-devops,mcq,docker,medium,Why order Dockerfile instructions from least to most frequently changing?,,,Docker requires it,Layer caching is invalidated from the first changed instruction onward,It is a style convention,It reduces image size,B,"Everything after a changed layer is rebuilt, so put volatile steps last."
CD-M004,cloud-devops,mcq,docker,medium,Why does deleting a file in a later Dockerfile layer not shrink the image?,,,Deletion is not supported,The image must be rebuilt,It does shrink it,"Layers are additive, so the file still exists in the earlier layer",D,"Remove it in the same RUN that created it, or use a multi-stage build."
CD-M005,cloud-devops,scenario,docker,medium,A container works locally but exits immediately in production with no logs. What should you check first?,,,The image registry,The host disk space,"Whether the main process is failing at startup, and its stdout and stderr",The network configuration,C,A container lives only as long as its main process; exit code and startup output are the first evidence.
CD-M006,cloud-devops,mcq,kubernetes,medium,What causes a pod to enter CrashLoopBackOff?,,,The service has no endpoints,The container keeps exiting and Kubernetes restarts it with increasing delay,The image cannot be pulled,The node is out of memory,B,ImagePullBackOff is the distinct state for a pull failure.
CD-M007,cloud-devops,mcq,kubernetes,medium,What does a pod being OOMKilled mean?,,,The liveness probe failed,It exceeded its memory limit and the kernel terminated it,It ran out of disk,The node crashed,B,"The fix is either a higher limit or lower actual usage, and you need to know which."
CD-M008,cloud-devops,mcq,kubernetes,medium,What is the difference between a resource request and a limit?,,,Request is what the scheduler reserves; limit is the hard ceiling enforced at runtime,They are the same,Request is the maximum,Limits affect scheduling only,A,Requests too low cause overcommitted nodes; limits too low cause throttling and OOM kills.
CD-M009,cloud-devops,scenario,kubernetes,medium,A deployment rolls out and users see errors for 30 seconds even though new pods are running. What is likely missing?,,,A larger CPU limit,"A readiness probe, so traffic is sent before the app can serve it",More replicas,A liveness probe,B,"Without readiness, a pod joins the service the moment its container starts."
CD-M010,cloud-devops,mcq,kubernetes,medium,Why does a StatefulSet exist alongside Deployment?,,,It is faster,It supports more replicas,It handles secrets,It gives pods stable identities and persistent storage bound to each ordinal,D,Databases and clustered systems need a pod to keep its identity across restarts.
CD-M011,cloud-devops,mcq,kubernetes,medium,What does a PodDisruptionBudget protect against?,,,Too many pods being voluntarily evicted at once during maintenance,Node failures,Image pull errors,Memory exhaustion,A,It bounds voluntary disruption; it cannot prevent a node crashing.
CD-M012,cloud-devops,scenario,ci-cd,medium,Your pipeline takes 40 minutes and developers stop running it. What is the most effective first change?,,,Remove tests,Add more approval gates,Parallelise and cache the slowest stages so feedback arrives in minutes,Run it less often,C,A pipeline slow enough to avoid stops providing the feedback it exists for.
CD-M013,cloud-devops,mcq,ci-cd,medium,Why should CI run on the merge result rather than the branch alone?,,,It reduces queue time,The branch may pass in isolation and break once combined with main,It is faster,Branches cannot be built,B,Semantic conflicts pass both branches individually and fail together.
CD-M014,cloud-devops,mcq,ci-cd,medium,What is the risk of a pipeline that auto-deploys on every merge with no tests?,,,Deploys become slower,Merges are blocked,There is no risk,Broken changes reach production immediately with nothing to catch them,D,Continuous deployment depends entirely on the strength of the automated gate.
CD-M015,cloud-devops,mcq,iac,medium,Why is Terraform state sensitive?,,,It is not sensitive,"It can contain resource attributes including secrets, and corruption causes real resource loss",It is large,It is written in JSON,B,Remote state with locking and encryption is the standard practice.
CD-M016,cloud-devops,mcq,iac,medium,Why does Terraform need state locking?,,,To speed up plans,To encrypt state,To version state,Two concurrent applies would otherwise corrupt state and duplicate or destroy resources,D,The lock serialises mutations of the shared state file.
CD-M017,cloud-devops,scenario,iac,medium,"Someone changed a security group manually and the next terraform apply reverted it, breaking access. What is the lesson?",,,Terraform is unsafe,State was corrupted,Security groups cannot be managed as code,Manual changes drift from code and get overwritten; change the code instead,D,"Reconciliation to declared state is the feature, and it only works if the code is the source of truth."
CD-M018,cloud-devops,mcq,iac,medium,Why review a terraform plan before applying?,,,"It shows exactly what will be created, changed or destroyed",It runs the tests,It is required syntax,It speeds up apply,A,The 'destroy' lines in a plan are the ones worth reading carefully.
CD-M019,cloud-devops,mcq,networking,medium,Why does a service in a private subnet need a NAT gateway to reach the internet?,,,It is not needed,"It has no public IP, so outbound traffic must be translated through one",Private subnets block all traffic,NAT provides encryption,B,It allows outbound connections without accepting inbound ones.
CD-M020,cloud-devops,mcq,networking,medium,What is the difference between a security group and a network ACL?,,,Security groups apply to subnets,Security groups are stateful and instance-level; ACLs are stateless and subnet-level,They are the same,ACLs are stateful,B,Stateless means an ACL needs explicit rules for return traffic.
CD-M021,cloud-devops,scenario,networking,medium,"After a DNS change, some users still reach the old server hours later. Why?",,,Resolvers and clients are still serving the record from cache until the TTL expires,The change did not apply,DNS is unreliable,The old server is still registered,A,Lowering the TTL well before the change is the standard preparation.
CD-M022,cloud-devops,mcq,load-balancing,medium,Why is connection draining used when removing an instance from a load balancer?,,,It clears the cache,In-flight requests finish rather than being cut off,It speeds up removal,It rebalances traffic,B,"Without it, a deploy produces a burst of user-visible errors."
CD-M023,cloud-devops,mcq,load-balancing,medium,Why can a health check that only verifies the process is running be misleading?,,,Processes cannot be checked,The process may be alive while its database connection is broken,Health checks are always accurate,It uses too much CPU,B,A readiness check should verify the dependencies the request path actually needs.
CD-M024,cloud-devops,mcq,scaling,medium,Why is CPU utilisation sometimes a poor autoscaling signal for an I/O-bound service?,,,The service saturates on concurrency or connections long before CPU rises,CPU cannot be measured,It scales too fast,It is always the best signal,A,Queue depth or in-flight request count often tracks real saturation better.
CD-M025,cloud-devops,scenario,scaling,medium,"Autoscaling adds instances but latency stays high, and the database CPU is at 100%. What is happening?",,,Autoscaling is misconfigured,The load balancer is saturated,"The bottleneck is the database, and more app instances only add load to it",The instances are too small,C,Scaling the wrong tier makes the real bottleneck worse.
CD-M026,cloud-devops,mcq,scaling,medium,Why does a serverless architecture risk exhausting database connections?,,,Databases reject serverless clients,Each concurrent instance opens its own connections and instances scale independently,Serverless cannot use TCP,Connections never close,B,An external connection pooler in transaction mode is the standard answer.
CD-M027,cloud-devops,mcq,databases,medium,What is the difference between a transaction-mode and a session-mode connection pooler?,,,Transaction mode returns the connection after each transaction and cannot support session state,Session mode is faster,They are identical,Transaction mode supports prepared statements better,A,Transaction mode gives far higher connection multiplexing but breaks session-level features.
CD-M028,cloud-devops,scenario,databases,medium,A migration adding an index locked a large table and caused an outage. What should have been done?,,,Run it at night only,Add more replicas,Increase the timeout,Create the index concurrently so it does not block writes,D,Concurrent index builds take longer but avoid the exclusive lock.
CD-M029,cloud-devops,mcq,monitoring,medium,Why is a p99 latency more useful than an average for user experience?,,,The average hides a slow tail that a meaningful number of users actually experience,p99 is easier to compute,Averages are always wrong,p99 excludes outliers,A,"With 50000 users, the 1% tail is 500 people having a bad time."
CD-M030,cloud-devops,mcq,monitoring,medium,Why can averaging percentiles across instances give a wrong answer?,,,Averages are always fine,Instances report different units,Percentiles are not additive; you need the underlying distribution,Percentiles cannot be aggregated at all,C,Histogram-based aggregation is what allows correct cross-instance percentiles.
CD-M031,cloud-devops,mcq,monitoring,medium,What makes a good alert?,,,It fires on every anomaly,It has a low threshold,It notifies everyone,"It is actionable, urgent and tied to user impact",D,An alert nobody can act on trains people to ignore the channel.
CD-M032,cloud-devops,scenario,monitoring,medium,Your on-call receives 40 alerts a night and most need no action. What is the correct fix?,,,Route alerts to email,Tune or delete the non-actionable alerts rather than adding filters downstream,Add more on-call staff,Increase alert thresholds uniformly,B,Alert fatigue causes real incidents to be missed among the noise.
CD-M033,cloud-devops,mcq,sre,medium,What does an error budget policy do when the budget is exhausted?,,,Notifies customers,Shifts priority from new features to reliability work,Triggers an outage report,Increases the SLO,B,It converts a reliability argument into a pre-agreed rule.
CD-M034,cloud-devops,mcq,sre,medium,Why is 100% availability the wrong target?,,,It reduces feature velocity only slightly,The cost rises steeply and users cannot perceive the difference above their own network's reliability,It is achievable but slow,SLAs forbid it,B,The last nine costs more than all the others and buys nothing the user notices.
CD-M035,cloud-devops,mcq,deployment,medium,Why must a rolling deployment's old and new versions be compatible?,,,Rollbacks require it,The load balancer demands it,They do not overlap,Both run simultaneously and share the same database and clients,D,"This is why backwards-compatible migrations matter: expand, migrate, then contract."
CD-M036,cloud-devops,scenario,deployment,medium,A deploy renames a database column and the old pods immediately start erroring. What was wrong?,,,Rolling deploys cannot change schemas,The schema change was not backwards compatible with the running version,The deploy was too fast,The database was too slow,B,"Add the new column, dual-write, migrate, then drop the old one in a later release."
CD-M037,cloud-devops,mcq,deployment,medium,What is a feature flag used for?,,,Managing secrets,Decoupling deployment from release so code can ship dark and be enabled later,Speeding up builds,Replacing tests,B,It also gives an instant off switch that does not require a redeploy.
CD-M038,cloud-devops,mcq,deployment,medium,Why does a feature flag system need cleanup discipline?,,,Stale flags accumulate into untested combinations and dead code paths,Flags cost money,Flags expire automatically,They do not,A,Every permanent flag doubles the number of possible states nobody tests.
CD-M039,cloud-devops,mcq,caching,medium,Why should a cached value have a slightly randomised TTL in a high-traffic system?,,,Randomness is required,"Identical TTLs make many keys expire together, producing a stampede",It improves hit rate,It saves memory,B,Jitter spreads the recompute load over time.
CD-M040,cloud-devops,mcq,caching,medium,What does a cache-aside pattern mean?,,,The cache is updated asynchronously,The database updates the cache,"The application checks the cache, and on a miss loads from the source and populates it",The cache writes through to the database,C,It is the simplest pattern and puts invalidation responsibility on the application.
CD-M041,cloud-devops,mcq,queues,medium,What is a dead letter queue for?,,,Prioritising messages,Archiving old messages,Holding messages that repeatedly fail processing so the main queue is not blocked,Storing processed messages,C,"Without one, a poison message can stall the consumer indefinitely."
CD-M042,cloud-devops,mcq,queues,medium,Why must a queue consumer usually be idempotent?,,,Messages can be corrupted,It is not necessary,At-least-once delivery means the same message can arrive more than once,Queues are unordered,C,The redelivery guarantee makes duplicate handling the consumer's responsibility.
CD-M043,cloud-devops,mcq,queues,medium,What does a growing queue depth usually indicate?,,,Consumers are processing more slowly than producers are publishing,The queue is misconfigured,Messages are too large,Producers have stopped,A,It is the leading indicator that gives you time to scale consumers before users notice.
CD-M044,cloud-devops,mcq,cost,medium,Why can autoscaling increase costs unexpectedly?,,,Autoscaling is billed separately,Instances never scale down,It cannot,A runaway loop or retry storm looks like real demand and provisions capacity for it,D,Maximum capacity limits and budget alarms bound the damage.
CD-M045,cloud-devops,mcq,cost,medium,Why is a request-based serverless price model risky for a high-volume endpoint?,,,Serverless is always cheaper,Requests are not billed,It is never risky,Cost scales linearly with traffic and can exceed a provisioned instance at scale,D,The crossover point is worth calculating before an event with 50000 users.
CD-M046,cloud-devops,code_output,linux,medium,What does this print if access.log has 100 lines and 12 contain 500?,"grep "" 500 "" access.log | wc -l",bash,100,88,12,1,C,grep filters to the 12 matching lines and wc -l counts them.
CD-M047,cloud-devops,code_output,linux,medium,What does this pipeline produce?,cat log.txt | awk '{print $1}' | sort | uniq -c | sort -rn | head -3,bash,The three most frequent values of the first field,The first three lines,The three longest lines,The three unique lines,A,"Count occurrences, sort numerically descending, take the top three."
CD-M048,cloud-devops,mcq,linux,medium,Why does uniq require sorted input to remove all duplicates?,,,It only collapses adjacent identical lines,It reads the file twice,It cannot handle large files,It does not require sorting,A,"Non-adjacent duplicates survive, which is why sort always precedes uniq."
CD-M049,cloud-devops,debug,linux,medium,Why does this script continue after a failing command?,#!/bin/bash\ncd /app\nrm -rf build\nmake install,bash,make ignores errors,cd always succeeds,"There is no set -e, so a failed cd still lets the rest run",rm cannot fail,C,"If cd fails, rm -rf build runs in the wrong directory. set -euo pipefail is the standard header."
CD-M050,cloud-devops,mcq,linux,medium,What does set -o pipefail change?,,,It disables globbing,The pipeline's exit status becomes non-zero if any command in it fails,It stops on the first error,It prints each command,B,"Without it, only the last command's status counts, so a failure mid-pipeline is invisible."
CD-M051,cloud-devops,mcq,linux,medium,What does a process in state D mean in ps output?,,,Dead,Debugging,Detached,"Uninterruptible sleep, usually waiting on I/O",D,A pile-up of D-state processes usually points at a storage or network filesystem problem.
CD-M052,cloud-devops,scenario,linux,medium,df reports the disk full but du shows far less usage. What is the likely cause?,,,du is inaccurate,The filesystem is corrupt,Inodes are exhausted,A deleted file is still held open by a running process,D,"The space is only released when the file handle closes, so restarting the process reclaims it."
CD-M053,cloud-devops,mcq,linux,medium,What does running out of inodes cause even with free disk space?,,,No new files can be created,Files become read-only,The system reboots,Writes become slow,A,"Millions of tiny files, often session or cache files, are the usual cause."
CD-M054,cloud-devops,mcq,observability,medium,Why is a correlation id essential across microservices?,,,It reduces log volume,It encrypts logs,It replaces tracing,It ties together the log lines of one request across every service that touched it,D,"Without it, reconstructing one failed request from interleaved logs is guesswork."
