external_id,domain,type,topic,difficulty,question,code,language,option_a,option_b,option_c,option_d,correct,explanation
DS-E025,data-science,mcq,sampling,easy,What is a random sample?,,,The first N rows of the dataset,A subset where every member had an equal chance of selection,The largest values in the dataset,A stratified subset,B,Equal selection probability is what makes a sample representative in expectation.
DS-E026,data-science,mcq,sampling,easy,What is selection bias?,,,Random variation between samples,Bias introduced by the model,Bias from rounding,The sample systematically differs from the population it should represent,D,Surveying only smartphone users about internet access is a classic example.
DS-E027,data-science,mcq,sampling,easy,What is survivorship bias?,,,Only analysing the cases that made it through some filter,Bias toward older records,Bias from oversampling,Bias in the survival analysis method,A,Studying only successful startups tells you little about what causes success.
DS-E028,data-science,mcq,hypothesis-testing,easy,What is a null hypothesis?,,,The hypothesis with the smallest p-value,A hypothesis about missing data,The hypothesis you want to prove,The default assumption of no effect or no difference,D,Tests are framed as attempts to gather evidence against the null.
DS-E029,data-science,mcq,hypothesis-testing,easy,What does a p-value represent?,,,The probability the null hypothesis is true,"The probability of the observed result or more extreme, assuming the null is true",The size of the effect,The probability of being wrong,B,"It is a statement about the data given the hypothesis, not about the hypothesis given the data."
DS-E030,data-science,mcq,hypothesis-testing,easy,What is a Type I error?,,,"Rejecting a true null hypothesis, a false positive",Failing to reject a false null hypothesis,Using the wrong test,Measuring the wrong variable,A,Type II is the false negative: missing a real effect.
DS-E031,data-science,mcq,hypothesis-testing,easy,What does statistical significance at p < 0.05 not tell you?,,,That a test was performed,Whether the effect is large enough to matter in practice,Whether the result is unlikely under the null,The direction of the effect,B,"Significance and practical importance are different questions, especially with large samples."
DS-E032,data-science,mcq,experiments,easy,What is the purpose of a control group?,,,To validate the data collection,To reduce cost,To increase the sample size,To provide a baseline for what would have happened without the intervention,D,"Without a control, you cannot separate the treatment effect from everything else changing."
DS-E033,data-science,mcq,experiments,easy,Why is random assignment important in an experiment?,,,It makes the groups comparable on both known and unknown factors,It increases the effect size,It reduces the number of participants needed,It simplifies analysis only,A,Randomisation is what licenses a causal interpretation.
DS-E034,data-science,mcq,experiments,easy,What is an A/B test?,,,A test of two hypotheses at once,A quality assurance process,A comparison of two versions with users randomly assigned to each,A test run twice,C,It is a randomised controlled experiment applied to a product change.
DS-E035,data-science,mcq,sql,easy,Which clause groups rows for aggregate functions?,,,GROUP BY,DISTINCT,WHERE,ORDER BY,A,"GROUP BY collapses rows into groups so COUNT, SUM and AVG apply per group."
DS-E036,data-science,code_output,sql,easy,"What does this return for a table with 8 rows, 3 of which have amount above 100?",SELECT COUNT(*) FROM sales WHERE amount > 100,sql,8,5,3,0,C,The filter runs first and COUNT(*) counts the surviving rows.
DS-E037,data-science,mcq,sql,easy,What is the difference between COUNT(*) and COUNT(column)?,,,COUNT(*) counts rows; COUNT(column) counts non-null values in that column,They are identical,COUNT(*) is slower always,COUNT(column) counts distinct values,A,The difference matters exactly where NULLs are present.
DS-E038,data-science,mcq,sql,easy,What does DISTINCT do?,,,Counts unique values,Filters null values,Sorts the results,Removes duplicate rows from the result,D,It deduplicates the selected columns' combinations.
DS-E039,data-science,mcq,feature-engineering,easy,What is normalisation of a numeric feature?,,,Converting to a category,Filling missing values,Removing outliers,Rescaling values to a common range such as 0 to 1,D,Standardisation to zero mean and unit variance is the related alternative.
DS-E040,data-science,mcq,feature-engineering,easy,Why might you log-transform a heavily skewed variable?,,,To compress the long tail and make the distribution more symmetric,To remove missing values,To convert it to a category,To increase its variance,A,"Many methods assume roughly symmetric inputs, and log transforms tame multiplicative spread."
DS-E041,data-science,mcq,time-series,easy,What is a trend in a time series?,,,A long-term increase or decrease in the level,Random fluctuation,A single unusual point,A repeating pattern within each year,A,Seasonality is the repeating pattern; noise is the random fluctuation.
DS-E042,data-science,mcq,time-series,easy,What is seasonality?,,,A pattern that repeats over a fixed period,A permanent upward shift,A one-off spike,Missing data at regular intervals,A,Retail sales rising every December is seasonality.
DS-E043,data-science,mcq,time-series,easy,What does a moving average do to a time series?,,,Forecasts future values exactly,Fills missing values,Smooths short-term fluctuation to reveal the underlying pattern,Removes seasonality entirely,C,"It trades responsiveness for stability, and the window size controls the trade."
DS-E044,data-science,mcq,metrics,easy,What is a KPI?,,,A type of chart,A key performance indicator: a metric tied to a business objective,A statistical test,A data pipeline step,B,The value of a KPI is that it connects a number to a decision someone actually makes.
DS-E045,data-science,mcq,metrics,easy,Why is a vanity metric problematic?,,,It changes too often,It requires a dashboard,It looks impressive but does not inform any decision,It is hard to compute,C,"Total registered users only ever goes up, so it tells you nothing about how the product is doing."
DS-E046,data-science,mcq,metrics,easy,What is the difference between a leading and a lagging indicator?,,,Lagging indicators are computed first,A leading indicator predicts future outcomes; a lagging one confirms past ones,Leading indicators are always more accurate,They measure the same thing,B,Trial signups lead revenue; last quarter's revenue lags it.
DS-E047,data-science,mcq,data-quality,easy,What is data validation?,,,Visualising the data,"Checking that data conforms to expected types, ranges and rules",Encrypting the data,Backing up the data,B,Catching a negative age or a date in 1900 at ingestion is far cheaper than at analysis.
DS-E048,data-science,mcq,data-quality,easy,Why do duplicate records distort analysis?,,,They have no effect on averages,They over-weight the duplicated observations in every aggregate,They use more storage,They slow down queries only,B,"Counts, means and model training all treat the duplicate as independent evidence."
DS-E049,data-science,mcq,etl,easy,What does ETL stand for?,,,"Evaluate, Test, Load","Extract, Transform, Load","Export, Translate, Link","Encode, Transfer, Log",B,ELT is the variant where transformation happens after loading into the warehouse.
DS-E050,data-science,mcq,etl,easy,What is a data pipeline?,,,A single SQL query,A visualisation tool,A storage format,A sequence of steps that moves and transforms data from source to destination,D,Pipelines are where most real data work actually lives.
DS-E051,data-science,mcq,etl,easy,Why is idempotency valuable in a data pipeline?,,,It makes jobs faster,It reduces storage,It removes the need for scheduling,Re-running a failed job produces the same result rather than duplicating data,D,"Pipelines fail and get re-run constantly, so re-runnability is a core property."
DS-E052,data-science,mcq,distributions,easy,What shape does a normal distribution have?,,,Bimodal,Uniform and flat,Symmetric and bell-shaped,Right-skewed,C,"It is symmetric about the mean, with most mass within a few standard deviations."
DS-E053,data-science,mcq,distributions,easy,Roughly what proportion of a normal distribution lies within one standard deviation of the mean?,,,99.7%,50%,68%,95%,C,"The 68-95-99.7 rule covers one, two and three standard deviations."
DS-E054,data-science,mcq,distributions,easy,What does a uniform distribution mean?,,,Values increase steadily,There are no outliers,Every outcome in the range is equally likely,Most values cluster at the mean,C,A fair die roll is the standard example.
DS-E055,data-science,mcq,regression,easy,"In a simple linear regression, what does the slope coefficient represent?",,,The correlation coefficient,The residual error,The predicted change in y for a one-unit increase in x,The value of y when x is zero,C,The intercept is the value when x is zero.
DS-E056,data-science,mcq,regression,easy,What is a residual?,,,The correlation between features,The difference between an observed value and the model's prediction,The slope of the line,The variance of the target,B,Examining residuals is how you check whether the model's assumptions hold.
DS-E057,data-science,mcq,regression,easy,What does R-squared measure?,,,The average error in original units,The number of predictors,The p-value of the model,The proportion of variance in the target explained by the model,D,"It says nothing about whether the model is correct, only how much variance it accounts for."
DS-E058,data-science,mcq,classification,easy,What is a classification problem?,,,Predicting a discrete category,Predicting a continuous number,Grouping unlabelled data,Reducing dimensions,A,"Spam or not spam, fraud or legitimate, are classification tasks."
DS-E059,data-science,mcq,classification,easy,What does a confusion matrix show?,,,The model's training curve,Feature importances,Predicted classes against actual classes,The correlation between features,C,It decomposes accuracy into the four outcome types so you can see which errors occur.
DS-E060,data-science,mcq,excel,easy,What is a pivot table used for?,,,Cleaning text,Connecting to a database,Summarising and cross-tabulating data by categories,Creating charts only,C,It is groupby with a spreadsheet interface.
DS-E061,data-science,mcq,communication,easy,Why should a data analysis start from the decision it must inform?,,,It avoids the need for cleaning,It is a formality,It determines which questions and precision actually matter,It shortens the code,C,An analysis nobody acts on is expensive entertainment.
DS-E062,data-science,mcq,communication,easy,Why should uncertainty be communicated alongside an estimate?,,,It is required by law,Uncertainty is not measurable,A point estimate alone invites overconfident decisions,It makes the report longer,C,A conversion rate of 4% plus or minus 3 points supports very different decisions from 4% plus or minus 0.2.
DS-E063,data-science,mcq,scaling,easy,What is the difference between standardisation and min-max scaling?,,,Standardisation centres on the mean with unit variance; min-max maps to a fixed range,They are identical,Min-max removes outliers,Standardisation only works on integers,A,Min-max is sensitive to outliers because they define the range.
DS-E064,data-science,mcq,python,easy,Why is NumPy faster than a Python list for numeric work?,,,It stores data in contiguous typed arrays and operates on them in compiled code,It uses more memory,Lists are deprecated,It runs on the GPU,A,Vectorised operations avoid the per-element Python interpreter overhead.
DS-E065,data-science,code_output,python,easy,What does this print?,"import numpy as np\nprint(np.array([1, 2, 3]) * 2)",python,[1 2 3 1 2 3],[2 4 6],"[2, 4, 6] as a list",It raises an error,B,"Multiplying an array scales every element, unlike a Python list which would repeat."
DS-E066,data-science,mcq,joins,easy,"In data analysis, what does joining two tables on a key accomplish?",,,Stacking rows vertically,Sorting by the key,Removing duplicates,Combining related rows from both tables into one result,D,Concatenation stacks rows; joining matches them on a key.
DS-E067,data-science,mcq,joins,easy,What happens if the join key has duplicates in both tables?,,,The join fails,Duplicates are removed automatically,Only the first match is kept,"Rows multiply, producing more rows than either input",D,Unexpected row inflation after a join is a classic sign of a duplicated key.
DS-E068,data-science,mcq,dashboards,easy,Why should a dashboard have a clear primary question?,,,It reduces query cost,It is a technical requirement,Without one it becomes a wall of charts nobody reads,Dashboards are limited to one chart,C,"A dashboard is a communication artefact, and unfocused ones get ignored."
DS-E069,data-science,mcq,ethics,easy,Why should personal identifiers be removed before sharing a dataset for analysis?,,,To reduce file size,To speed up loading,It is not necessary,To limit privacy risk if the dataset is exposed or misused,D,"Analysis rarely needs identity, and data you did not share cannot leak."
DS-E070,data-science,mcq,ethics,easy,Why is cherry-picking a time window in a chart misleading?,,,It can show any trend you want by choosing where to start and stop,It reduces the sample size,It changes the units,It is not misleading,A,"The window is an analytical choice, and it should be justified rather than chosen for the conclusion it produces."
DS-M001,data-science,scenario,experiments,medium,An A/B test shows a 3% lift with p = 0.04 after you checked results daily for three weeks. Why is this result unreliable?,,,p = 0.04 is not significant,Repeatedly testing until significance inflates the false positive rate far above 5%,Three weeks is too short,A 3% lift is too small to measure,B,Peeking without a sequential correction means you eventually cross the threshold by chance alone.
DS-M002,data-science,mcq,experiments,medium,What is the purpose of a power calculation before an experiment?,,,Choosing the significance threshold after the fact,Reducing variance in the metric,Determining the sample size needed to detect an effect of the size you care about,Measuring server load,C,Running an underpowered test wastes the opportunity: a null result tells you nothing.
DS-M003,data-science,scenario,experiments,medium,Your A/B test's treatment group has 20% more users than control despite 50/50 assignment. What should you do?,,,Ignore it if the difference is small,Extend the test,Investigate the assignment mechanism before trusting any result,Reweight and continue,C,A sample ratio mismatch means the randomisation is broken and the comparison is invalid.
DS-M004,data-science,mcq,experiments,medium,Why does testing 20 metrics at p < 0.05 produce a false positive roughly once by chance?,,,The metrics are correlated,p-values are unreliable,It does not,Each test has a 5% false positive rate and they accumulate across comparisons,D,Multiple comparison corrections such as Bonferroni or FDR exist for exactly this.
DS-M005,data-science,mcq,experiments,medium,What is a novelty effect in an experiment?,,,A bug in the new variant,A statistical artefact of small samples,A seasonal pattern,An early lift caused by users reacting to change itself rather than to its value,D,"It decays, so a short test can measure curiosity rather than sustained benefit."
DS-M006,data-science,mcq,statistics,medium,What does a 95% confidence interval actually mean?,,,The estimate is 95% accurate,95% of such intervals from repeated samples would contain the true value,There is a 95% chance the true value is in this interval,95% of the data lies in the interval,B,"The probability statement is about the procedure across repetitions, not about this particular interval."
DS-M007,data-science,mcq,statistics,medium,What does the central limit theorem state?,,,All data is normally distributed,Larger samples have smaller means,Means are always unbiased,"The sampling distribution of the mean approaches normal as sample size grows, regardless of the population shape",D,It is why we can use normal-based inference on means from non-normal populations.
DS-M008,data-science,mcq,statistics,medium,What is the standard error of the mean?,,,The difference between mean and median,The standard deviation of the sampling distribution of the mean,The standard deviation of the data,The measurement error of an instrument,B,"It shrinks with the square root of the sample size, which is why precision improves slowly."
DS-M009,data-science,mcq,statistics,medium,Why does quadrupling the sample size only halve the standard error?,,,The standard error scales with one over the square root of n,Errors accumulate,Larger samples have more variance,It does not,A,Diminishing returns on sample size are a real constraint on how precise an estimate can affordably get.
DS-M010,data-science,scenario,statistics,medium,A drug appears effective overall but harmful in every age group examined separately. What is this?,,,Random noise,"Simpson's paradox, caused by unequal group sizes and different base rates",A measurement error,A Type II error,B,Aggregation can reverse a relationship when the confounding variable is unevenly distributed.
DS-M011,data-science,mcq,statistics,medium,When would you use a paired t-test rather than an independent one?,,,When variance is unequal,"When each observation in one group is matched to one in the other, such as before and after",When the groups have different sizes,When the data is categorical,B,"Pairing removes between-subject variance, which makes the test far more sensitive."
DS-M012,data-science,mcq,statistics,medium,What does a chi-squared test of independence assess?,,,Whether two categorical variables are associated,Whether two means differ,Whether data is normally distributed,The strength of a linear relationship,A,It compares observed counts against those expected if the variables were independent.
DS-M013,data-science,mcq,statistics,medium,Why use a non-parametric test such as Mann-Whitney?,,,When the data violates the distributional assumptions a t-test requires,It is always more powerful,It works on larger samples only,It requires normality,A,Rank-based tests trade some power for robustness to shape and outliers.
DS-M014,data-science,code_output,pandas,medium,What does this print?,"import pandas as pd\ndf = pd.DataFrame({'g': ['a','a','b'], 'v': [1, 2, 3]})\nprint(df.groupby('g')['v'].sum().to_dict())",python,"{'a': 1, 'b': 3}","{'a': 2, 'b': 3}","{'a': 3, 'b': 0}","{'a': 3, 'b': 3}",D,Group a sums 1 + 2 = 3 and group b has the single value 3.
DS-M015,data-science,code_output,pandas,medium,What does this print?,"import pandas as pd\ndf = pd.DataFrame({'a': [1, 2], 'b': [3, 4]})\nprint(len(df.merge(df, on='a')))",python,1,0,2,4,C,"Each value of a is unique, so the self-join matches one row to one row."
DS-M016,data-science,debug,pandas,medium,Why does this produce more rows than expected?,"orders.merge(customers, on='customer_id')",python,merge always duplicates,The key types differ,orders is sorted incorrectly,"customers has duplicate customer_id values, so each order matches several rows",D,Check key uniqueness on both sides before joining; unexpected row inflation is the symptom.
DS-M017,data-science,debug,pandas,medium,Why does this join silently produce all NULLs on the right side?,"df1.merge(df2, left_on='id', right_on='id', how='left')",python,"The key dtypes differ, for example int on one side and string on the other",how='left' discards matches,merge requires an index,The column names must differ,A,Type mismatches do not raise; they just never match. Compare dtypes when a join returns nothing.
DS-M018,data-science,mcq,pandas,medium,Why is iterating over DataFrame rows in a Python loop usually a mistake?,,,It changes the data,It cannot access columns,It requires more memory only,It is orders of magnitude slower than vectorised operations,D,Vectorised operations push the loop into compiled code operating on contiguous arrays.
DS-M019,data-science,mcq,pandas,medium,What does the copy-on-write behaviour in modern pandas prevent?,,,Chained indexing entirely,Silent modification of a parent DataFrame through a derived one,All copying of data,Memory growth,B,It makes the view-versus-copy ambiguity that produced SettingWithCopyWarning deterministic.
DS-M020,data-science,scenario,data-quality,medium,A daily metric drops 40% overnight with no product change. What should you check first?,,,Competitor activity,Whether the data pipeline or logging changed rather than user behaviour,Marketing spend,Seasonality,B,Sudden step changes in a metric are far more often instrumentation than reality.
DS-M021,data-science,mcq,data-quality,medium,What is a data contract between a producer and a consumer?,,,"An agreement on schema, semantics and guarantees that both sides can verify",A legal document,A database constraint,An access control policy,A,"It turns silent upstream schema changes into a caught, attributable failure."
DS-M022,data-science,mcq,data-quality,medium,Why should pipeline tests assert on distributions rather than only on schema?,,,A column can keep its type while its values become nonsense,Schemas cannot be tested,Distributions are easier to check,Types change more often,A,A price column that silently switches from rupees to paise passes every type check.
DS-M023,data-science,mcq,sql,medium,What does a window function do that GROUP BY cannot?,,,Create indexes,Compute an aggregate per row without collapsing the rows,Filter rows,Join tables,B,"Running totals, rankings and per-group comparisons all need the detail rows preserved."
DS-M024,data-science,code_output,sql,medium,What does ROW_NUMBER() OVER (PARTITION BY dept ORDER BY salary DESC) produce?,,,The salary total,"A rank within each department, restarting at 1 per department",A global rank across all rows,The count per department,B,PARTITION BY resets the numbering for each partition.
DS-M025,data-science,mcq,sql,medium,What is the difference between RANK and DENSE_RANK on ties?,,,They are identical,DENSE_RANK skips numbers,RANK cannot handle ties,RANK skips numbers after a tie; DENSE_RANK does not,D,"Two rows tied at 1 give RANK 1,1,3 and DENSE_RANK 1,1,2."
DS-M026,data-science,mcq,sql,medium,Why does a query with HAVING but no GROUP BY behave unexpectedly?,,,HAVING requires GROUP BY,It is a syntax error,It behaves like WHERE,"The whole result is treated as one group, so the filter applies to the aggregate over everything",D,It is valid but rarely what the author intended.
DS-M027,data-science,scenario,sql,medium,A revenue query returns different totals depending on whether a LEFT JOIN to refunds is present. Why?,,,LEFT JOIN filters rows,Refunds are negative,The index is missing,"Multiple refund rows per order multiply the order rows, inflating the sum",D,"Aggregate the refunds first, then join, or the fan-out double-counts the order amount."
DS-M028,data-science,mcq,time-series,medium,Why is a random train/test split invalid for time-series forecasting?,,,It reduces the training set too much,It trains on future data to predict the past,It is computationally expensive,Time series cannot be split,B,Use forward-chaining so training always precedes validation in time.
DS-M029,data-science,mcq,time-series,medium,What does differencing a time series achieve?,,,Removing seasonality entirely,Smoothing noise,Filling gaps,Removing trend to make the series more stationary,D,"Many classical models assume stationarity, and differencing is the standard way to get there."
DS-M030,data-science,mcq,time-series,medium,What is stationarity?,,,The series has no missing values,Statistical properties such as mean and variance do not change over time,The series is constant,The series has no seasonality,B,A trending series is non-stationary even though it is not constant.
DS-M031,data-science,scenario,time-series,medium,Your forecast looks excellent in backtest but fails live. The model used a feature computed from the full history. What is likely wrong?,,,The horizon is too short,The metric is wrong,Lookahead bias: the feature used information unavailable at prediction time,The model is too simple,C,Every feature must be computable using only data that existed before the prediction point.
DS-M032,data-science,mcq,causal,medium,What does difference-in-differences estimate?,,,The variance explained,The difference between two means at one point,The treatment effect by comparing changes over time between treated and untreated groups,The correlation between two variables,C,"It controls for time trends common to both groups, under the parallel trends assumption."
DS-M033,data-science,mcq,causal,medium,What is the parallel trends assumption?,,,"Without treatment, both groups would have followed the same trajectory",Both groups start at the same level,The treatment effect is constant,The groups are the same size,A,"It is untestable for the post-period, which is why pre-period trends are always plotted."
DS-M034,data-science,mcq,causal,medium,Why does propensity score matching not eliminate all confounding?,,,"It can only balance observed covariates, not unobserved ones",It requires equal group sizes,It only works on binary treatments,It does eliminate confounding,A,"Randomisation balances the unobserved too, which is why it remains the gold standard."
DS-M035,data-science,mcq,regression,medium,What does heteroscedasticity in residuals indicate?,,,The target is skewed,"Error variance changes with the fitted value, violating a regression assumption",The model is overfitting,The features are correlated,B,Coefficient estimates stay unbiased but standard errors and intervals become wrong.
DS-M036,data-science,mcq,regression,medium,Why is a high R-squared not sufficient evidence that a model is good?,,,R-squared is always low,It only applies to classification,It measures error in original units,It can be inflated by overfitting or by a spurious relationship,D,"Residual plots, out-of-sample performance and domain sense matter more."
DS-M037,data-science,mcq,regression,medium,What does a variance inflation factor above 10 usually suggest?,,,Severe multicollinearity among predictors,The model is overfitting,Non-linearity,Heteroscedasticity,A,"It means that predictor is well explained by the others, so its coefficient is unstable."
DS-M038,data-science,mcq,classification,medium,When is accuracy a poor metric?,,,When the model is a tree,When the data is numeric,When classes are heavily imbalanced,When there are more than two classes,C,Predicting the majority class always gives high accuracy and no value.
DS-M039,data-science,scenario,classification,medium,You must choose a threshold for a model that flags students for support. False negatives mean a student misses help. What follows?,,,Use the default 0.5 threshold,Maximise accuracy,"Favour recall, accepting more false positives to miss fewer students who need help",Favour precision,C,"The threshold encodes the relative cost of the two errors, which is a values decision."
DS-M040,data-science,mcq,clustering,medium,How does the elbow method help choose k?,,,It maximises the silhouette score,It tests statistical significance,It uses cross-validation,It looks for where adding clusters stops meaningfully reducing within-cluster variance,D,"It is a heuristic, and the elbow is often ambiguous in real data."
DS-M041,data-science,mcq,dimensionality,medium,Why can PCA hurt interpretability?,,,It requires labels,It increases dimensions,Components are linear combinations of all features rather than meaningful quantities,It removes rows,C,You gain compactness and lose the ability to say what a coordinate means.
DS-M042,data-science,mcq,visualisation,medium,Why is a dual-axis chart often misleading?,,,It cannot show time,Dual axes are unsupported,The relationship between the two series depends on arbitrary axis scaling,It uses too much colour,C,You can make two series appear to move together by choosing the scales.
DS-M043,data-science,mcq,visualisation,medium,What does a box plot show that a bar chart of means does not?,,,"The spread, quartiles and outliers of the distribution",The total across categories,The trend over time,The correlation,A,Two groups with identical means can have entirely different distributions.
DS-M044,data-science,scenario,visualisation,medium,A stakeholder asks why a metric moved. Which visualisation helps most?,,,A scatter plot of unrelated metrics,A breakdown of the metric by its contributing segments over time,A single number,A pie chart of the current period,B,"Decomposition shows which segment drove the change, which is the actual question."
DS-M045,data-science,mcq,metrics,medium,Why is an average of ratios usually not the same as the ratio of totals?,,,Averaging ratios weights every unit equally regardless of its size,Ratios cannot be averaged,The totals are always larger,They are the same,A,A shop with two visits and one sale should not count as much as one with ten thousand visits.
DS-M046,data-science,mcq,metrics,medium,What is Simpson's paradox in the context of conversion rates by channel?,,,It only affects small samples,It requires missing data,One channel can have a lower rate in every segment yet a higher overall rate,Rates always average correctly,C,Different segment mixes across channels drive the reversal.
DS-M047,data-science,mcq,metrics,medium,Why is a cohort analysis more informative than an overall retention number?,,,It is easier to compute,Overall retention is always wrong,It separates changes over time from differences between joining groups,It uses less data,C,A blended number hides whether newer cohorts are doing better or worse.
DS-M048,data-science,mcq,metrics,medium,What does a survivorship-biased retention curve look like?,,,It flattens artificially because only long-lived users remain in later periods,It declines faster,It is unaffected,It becomes noisy only,A,Comparing cohorts of equal age avoids reading the composition change as improvement.
DS-M049,data-science,scenario,sampling,medium,You survey students by email and 12% respond. Why might the results mislead?,,,The sample is too small to compute means,Email surveys cannot be analysed,12% is statistically ideal,Non-response bias: responders may systematically differ from non-responders,D,Low response rate matters less than whether responding correlates with the thing you are measuring.
DS-M050,data-science,mcq,sampling,medium,What is stratified sampling?,,,Sampling only the largest group,Sampling in stages,Random sampling with replacement,Sampling within defined subgroups to guarantee their representation,D,It reduces variance when the strata differ meaningfully on the measured quantity.
DS-M051,data-science,mcq,sampling,medium,Why is bootstrapping useful?,,,It increases the sample size,It removes outliers,It requires normality,It estimates the sampling distribution of a statistic by resampling the data,D,It gives confidence intervals for statistics with no convenient closed-form distribution.
DS-M052,data-science,mcq,feature-engineering,medium,Why is binning a continuous variable sometimes harmful?,,,It always improves accuracy,It discards information and imposes arbitrary boundaries,It is computationally expensive,Bins cannot be used in models,B,"Two values just either side of a cut point become maximally different, which is rarely true."
DS-M053,data-science,mcq,feature-engineering,medium,When is a ratio feature more useful than its two components?,,,Never,Only for classification,When the meaningful quantity is relative rather than absolute,Always,C,Revenue per user carries different information from revenue and user count separately.
