external_id,domain,type,topic,difficulty,question,code,language,option_a,option_b,option_c,option_d,correct,explanation
AIML-E037,ai-ml,mcq,probability,easy,A model outputs 0.9 for class A in a binary classifier. What does this usually represent?,,,An estimated probability that the input belongs to class A,The number of training examples of class A,The model's accuracy on class A,The distance to the decision boundary in raw units,A,After a sigmoid or softmax the output is read as an estimated class probability.
AIML-E038,ai-ml,mcq,probability,easy,What must the outputs of a softmax layer sum to?,,,1,0,The number of classes,The batch size,A,"Softmax normalises its inputs into a probability distribution over the classes, so they sum to one."
AIML-E039,ai-ml,mcq,knn,easy,How does k-nearest neighbours classify a new point?,,,By taking a vote among the k closest training points,By fitting a line through the training data,By splitting on feature thresholds,By updating weights with gradient descent,A,kNN is instance-based: it stores the training data and votes among nearest neighbours at prediction time.
AIML-E040,ai-ml,mcq,knn,easy,What is a practical drawback of kNN at prediction time?,,,"It must compare against many stored training points, so it can be slow",It cannot handle numeric features,It always overfits,It requires a GPU,A,Training is trivial but inference cost grows with the size of the stored dataset.
AIML-E041,ai-ml,mcq,linear-models,easy,What does linear regression fit?,,,A straight-line relationship between features and a continuous target,A decision boundary between two classes only,A probability distribution over categories,A tree of feature splits,A,Linear regression models the target as a weighted sum of the features plus an intercept.
AIML-E042,ai-ml,mcq,linear-models,easy,"Despite its name, what does logistic regression do?",,,"Classification, by modelling the probability of a class",Regression on continuous targets,Clustering of unlabelled data,Dimensionality reduction,A,It applies a logistic function to a linear combination to produce a class probability.
AIML-E043,ai-ml,mcq,dimensionality-reduction,easy,What is the goal of principal component analysis?,,,Represent the data in fewer dimensions while keeping most of its variance,Increase the number of features,Label unlabelled data,Balance the class distribution,A,"PCA projects onto the directions of greatest variance, keeping as much information as possible in fewer axes."
AIML-E044,ai-ml,mcq,transformers,easy,What does the attention mechanism let a model do?,,,Weigh how much each input position matters for each output,Reduce the model's parameter count,Run without any training data,Guarantee correct grammar,A,Attention computes relevance weights between positions so the model can focus on the parts that matter.
AIML-E045,ai-ml,mcq,transformers,easy,Why do transformer models need positional encoding?,,,Self-attention alone has no notion of the order of the sequence,To reduce the size of embeddings,To normalise the learning rate,To convert text to lowercase,A,"Attention treats inputs as a set, so order information must be injected explicitly."
AIML-E046,ai-ml,mcq,training,easy,What is a batch size?,,,The number of samples processed before one weight update,The number of features per sample,The number of epochs to train for,The number of layers in the model,A,A batch is the group of samples whose gradients are averaged for a single parameter update.
AIML-E047,ai-ml,mcq,training,easy,What is a loss function?,,,A measure of how wrong the model's predictions are,The time taken to train one epoch,The number of parameters that were pruned,The fraction of data held out for testing,A,The loss quantifies prediction error and is the quantity optimisation tries to minimise.
AIML-E048,ai-ml,mcq,training,easy,Which loss is standard for multi-class classification?,,,Cross-entropy loss,Mean squared error,Mean absolute error,Hinge loss on raw counts,A,Cross-entropy compares the predicted probability distribution against the true class distribution.
AIML-E049,ai-ml,mcq,training,easy,Which loss is standard for a simple regression problem?,,,Mean squared error,Cross-entropy loss,Binary log loss,Kullback-Leibler divergence over classes,A,MSE penalises squared deviation between predicted and actual continuous values.
AIML-E050,ai-ml,mcq,reinforcement-learning,easy,"In reinforcement learning, what does an agent learn from?",,,Rewards received after taking actions in an environment,Labelled input-output pairs,Cluster assignments,Reconstruction error,A,"RL learns a policy by trial and error, guided by a scalar reward signal rather than labels."
AIML-E051,ai-ml,mcq,reinforcement-learning,easy,What is the exploration-exploitation trade-off?,,,Choosing between trying new actions and repeating known-good ones,Choosing between more layers and faster training,Choosing between precision and recall,Choosing between training and test data,A,Always exploiting can lock in a mediocre strategy; always exploring never cashes in on what was learned.
AIML-E052,ai-ml,mcq,data-leakage,easy,Why is scaling features using statistics from the whole dataset before splitting a mistake?,,,"Test-set information leaks into training, inflating the reported score",It makes training slower,It changes the number of features,It converts numeric data to categorical,A,The scaler must be fitted on training data only; otherwise the model has indirectly seen the test set.
AIML-E053,ai-ml,mcq,imbalance,easy,Which is a reasonable response to a heavily imbalanced dataset?,,,"Use precision, recall and F1 rather than accuracy alone",Always delete the minority class,Always train for more epochs,"Ignore it, since accuracy will be high",A,On imbalanced data accuracy is uninformative; per-class metrics reveal what the model actually does.
AIML-E054,ai-ml,code_output,numpy,easy,What does this print?,"import numpy as np\na = np.array([1, 2, 3, 4])\nprint(a[a > 2].sum())",python,7,10,3,"[3, 4]",A,"Boolean masking selects [3, 4] and their sum is 7."
AIML-E055,ai-ml,code_output,numpy,easy,What does this print?,"import numpy as np\na = np.array([[1, 2], [3, 4]])\nprint(a.shape)",python,"(2, 2)","(4,)","(2,)","[2, 2]",A,"The array has two rows and two columns, so shape is the tuple (2, 2)."
AIML-E056,ai-ml,code_output,sklearn,easy,What is the value of the printed score?,"from sklearn.metrics import accuracy_score\ny_true = [1, 0, 1, 1]\ny_pred = [1, 0, 0, 1]\nprint(accuracy_score(y_true, y_pred))",python,0.75,0.5,1.0,0.25,A,"Three of the four predictions match, so accuracy is 3/4 = 0.75."
AIML-E057,ai-ml,mcq,model-selection,easy,What is cross-validation?,,,Training and evaluating repeatedly on different splits and averaging the result,Testing the model on the training data,Using two models and picking the faster one,Splitting features into two halves,A,k-fold cross-validation gives a more stable performance estimate than a single arbitrary split.
AIML-E058,ai-ml,mcq,model-selection,easy,What is a hyperparameter?,,,"A setting chosen before training, such as learning rate or tree depth",A weight learned by gradient descent,A row in the training data,The output of the loss function,A,Hyperparameters are configured by the practitioner; parameters are learned from data.
AIML-E059,ai-ml,mcq,deployment,easy,What is model drift?,,,Model performance degrading as real-world data diverges from training data,The model file becoming corrupted over time,Weights changing during inference,Predictions being cached too long,A,The world moves on; a model trained on last year's distribution slowly stops matching this year's inputs.
AIML-E060,ai-ml,mcq,deployment,easy,Why monitor a deployed model's input distribution?,,,To detect drift before accuracy visibly collapses,To reduce the model's file size,To increase the training set automatically,To avoid needing a test set,A,"Input drift usually precedes measurable performance loss, so it is an early warning."
AIML-E061,ai-ml,mcq,bias-variance,easy,A model that is too simple for the data has which characteristic?,,,High bias,High variance,Zero training error,Perfect generalisation,A,Underfitting is high bias: the model's assumptions are too rigid to capture the real pattern.
AIML-E062,ai-ml,mcq,bias-variance,easy,A model whose predictions change a lot with small changes in training data has which characteristic?,,,High variance,High bias,Low capacity,Guaranteed underfitting,A,Sensitivity to the particular training sample is the definition of high variance.
AIML-E063,ai-ml,mcq,clustering,easy,What does hierarchical clustering produce?,,,A nested tree of clusters you can cut at any level,Exactly k clusters chosen in advance,A single linear boundary,A probability for each label,A,"It builds a dendrogram, and you choose the number of clusters by where you cut it."
AIML-E064,ai-ml,mcq,nlp,easy,What does stop-word removal do?,,,Drops very common words that carry little distinguishing meaning,Removes misspelled words,Removes the last word of each sentence,Removes all punctuation,A,"Words like 'the' and 'is' appear everywhere, so they rarely help distinguish documents."
AIML-E065,ai-ml,mcq,nlp,easy,What does TF-IDF weight up?,,,Terms frequent in one document but rare across the corpus,Terms frequent in every document,The longest words in a document,Words appearing in the title only,A,Term frequency rewards local frequency; inverse document frequency penalises words common everywhere.
AIML-E066,ai-ml,mcq,evaluation,easy,"For a cancer screening model, which error is usually more costly?",,,"A false negative, missing a real case","A false positive, flagging a healthy patient",Both are always equally costly,Neither matters if accuracy is high,A,Missing a real case delays treatment; a false positive leads to further testing. The costs are asymmetric.
AIML-E067,ai-ml,mcq,neural-networks,easy,What does backpropagation compute?,,,Gradients of the loss with respect to each weight,The final class prediction,The optimal number of layers,The training data statistics,A,Backpropagation applies the chain rule backwards through the network to get each weight's gradient.
AIML-E068,ai-ml,mcq,neural-networks,easy,Why is weight initialisation to all zeros a problem in a neural network?,,,Every neuron in a layer computes the same gradient and never differentiates,It makes the loss undefined,It causes an immediate memory error,It guarantees overfitting,A,"Identical weights produce identical gradients, so symmetry is never broken and the units stay duplicates."
AIML-E069,ai-ml,mcq,transfer-learning,easy,What is transfer learning?,,,Reusing a model trained on one task as the starting point for another,Moving a model between two servers,Converting a model to a different file format,Training two models simultaneously,A,Features learned on a large general dataset are often a strong starting point for a smaller related task.
AIML-E070,ai-ml,mcq,data-quality,easy,Why is a duplicated row appearing in both the training and test sets a problem?,,,The test score is inflated because the model has already seen that example,It slows down training,It reduces the number of features,It has no effect,A,Any overlap between training and test data means the test set no longer measures generalisation.
AIML-M001,ai-ml,scenario,evaluation,medium,A fraud model has 95% precision and 40% recall. The business says missed fraud is far more expensive than a wasted review. What should you change?,,,Lower the decision threshold to catch more fraud at the cost of precision,Raise the decision threshold to protect precision,Retrain with fewer features,Switch the metric to accuracy,A,"Lowering the threshold classifies more cases as fraud, raising recall and lowering precision — the correct trade when false negatives cost more."
AIML-M002,ai-ml,scenario,data-leakage,medium,Your churn model scores 0.98 AUC offline but 0.61 in production. The training data included a 'cancellation_reason' column. What went wrong?,,,"The feature is only populated after churn, so it leaked the answer",The model was undertrained,The learning rate was too low,Production data has more rows,A,A feature that only exists once the outcome has happened cannot be available at prediction time. Classic target leakage.
AIML-M003,ai-ml,scenario,evaluation,medium,"Two models have identical accuracy on a 50/50 balanced test set, but one has much higher log loss. What does that tell you?",,,It is more confidently wrong on the cases it gets wrong,It is slower at inference,It uses more features,It will always generalise better,A,"Log loss punishes confident mistakes, so equal accuracy with worse log loss means poorly calibrated confidence."
AIML-M004,ai-ml,mcq,evaluation,medium,What does an ROC AUC of 0.5 indicate?,,,The model ranks positives no better than random,The model is perfectly accurate,Half the predictions are correct by class,The dataset is balanced,A,"AUC measures ranking quality; 0.5 is the diagonal, meaning no discriminative power at all."
AIML-M005,ai-ml,mcq,evaluation,medium,Why is precision-recall AUC often preferred over ROC AUC on highly imbalanced data?,,,ROC can look strong because true negatives dominate the false positive rate,PR AUC is faster to compute,ROC only works for binary problems,PR AUC ignores the minority class,A,"With overwhelming negatives, even many false positives barely move the false positive rate, so ROC flatters the model."
AIML-M006,ai-ml,scenario,overfitting,medium,Validation loss falls for 8 epochs then steadily rises while training loss keeps falling. What is happening and what is the fix?,,,Overfitting begins around epoch 8; stop there or add regularisation,Underfitting; train much longer,The learning rate is too small; increase it,The validation set is too large; shrink it,A,The divergence point is where generalisation stops improving. Early stopping or stronger regularisation is the response.
AIML-M007,ai-ml,mcq,regularisation,medium,What is the practical difference between L1 and L2 regularisation?,,,L1 can drive weights exactly to zero and select features; L2 shrinks them smoothly,L2 produces sparse models and L1 does not,L1 only works on linear models,They are mathematically identical,A,"The L1 penalty has a constant gradient toward zero, so weights can land on zero; L2 shrinks proportionally and rarely reaches it."
AIML-M008,ai-ml,mcq,regularisation,medium,Increasing the regularisation strength moves a model in which direction?,,,Toward higher bias and lower variance,Toward lower bias and higher variance,Toward both lower bias and lower variance,It has no effect on the trade-off,A,"Regularisation constrains the model, which simplifies it: bias rises, variance falls."
AIML-M009,ai-ml,scenario,imbalance,medium,Your dataset is 99.5% negative. You oversample the minority class to 50/50 and accuracy jumps to 94%. Is the model better?,,,Not necessarily — you must evaluate on the original imbalanced distribution,"Yes, 94% is a strong result","Yes, because the classes are now balanced","No, oversampling always makes models worse",A,"Resampling changes training, not reality. Evaluation must reflect the distribution the model will actually meet."
AIML-M010,ai-ml,mcq,imbalance,medium,What does SMOTE do?,,,Creates synthetic minority examples by interpolating between real neighbours,Deletes majority-class rows at random,Reweights the loss function,Adds Gaussian noise to all features,A,SMOTE generates new points along the lines between a minority sample and its nearest minority neighbours.
AIML-M011,ai-ml,code_output,numpy,medium,What does this print?,"import numpy as np\na = np.array([1, 2, 3])\nb = np.array([[10], [20]])\nprint((a + b).shape)",python,"(2, 3)","(3, 2)","(2, 1)",It raises a ValueError,A,"Broadcasting aligns (3,) with (2,1) to produce a (2,3) result."
AIML-M012,ai-ml,code_output,numpy,medium,What does this print?,"import numpy as np\na = np.arange(6).reshape(2, 3)\nprint(a.mean(axis=0))",python,[1.5 2.5 3.5],[1. 4.],[0 1 2],3.5,A,"axis=0 averages down the columns of [[0,1,2],[3,4,5]], giving [1.5, 2.5, 3.5]."
AIML-M013,ai-ml,code_output,sklearn,medium,What is printed?,"from sklearn.metrics import precision_score\ny_true = [1, 1, 0, 0]\ny_pred = [1, 0, 1, 0]\nprint(precision_score(y_true, y_pred))",python,0.5,0.25,1.0,0.75,A,"Two positives predicted, one correct, so precision is 1/2."
AIML-M014,ai-ml,debug,sklearn,medium,This pipeline reports suspiciously high accuracy. What is the bug?,"scaler = StandardScaler().fit(X)\nX_scaled = scaler.transform(X)\nX_tr, X_te, y_tr, y_te = train_test_split(X_scaled, y)",python,"The scaler is fitted on all data before the split, leaking test statistics",train_test_split is called with the wrong argument order,StandardScaler cannot be used with train_test_split,y should be scaled too,A,"Fitting on the full dataset lets test-set statistics inform training. Fit the scaler inside the split, or use a Pipeline."
AIML-M015,ai-ml,debug,training,medium,A training loop runs but the loss never changes. Which is the most likely cause?,"for x, y in loader:\n    pred = model(x)\n    loss = criterion(pred, y)\n    loss.backward()\n    optimizer.step()",python,"optimizer.zero_grad() is missing, so gradients accumulate across batches",criterion is the wrong loss function,The batch size is too small,The model has too few layers,A,"Without zeroing, gradients from every batch pile up and the updates stop reflecting the current batch. A frozen loss is the classic symptom."
AIML-M016,ai-ml,mcq,optimisation,medium,What does momentum add to gradient descent?,,,A running average of past gradients that smooths and accelerates descent,A guarantee of finding the global minimum,An automatic learning rate schedule,Regularisation of the weights,A,"Momentum accumulates a velocity term, damping oscillation across ravines and speeding progress along consistent directions."
AIML-M017,ai-ml,mcq,optimisation,medium,What distinguishes Adam from plain SGD?,,,It adapts a per-parameter learning rate from gradient moment estimates,It does not require a loss function,It always converges to a better minimum,It removes the need for batching,A,"Adam keeps running estimates of the first and second moments, giving each parameter its own effective step size."
AIML-M018,ai-ml,mcq,neural-networks,medium,What problem does batch normalisation primarily address?,,,"Shifting layer input distributions during training, which slows convergence",Insufficient training data,Overly large batch sizes,Vanishing labels,A,"Normalising layer inputs stabilises their distribution across updates, letting you train faster and at higher learning rates."
AIML-M019,ai-ml,mcq,neural-networks,medium,Why does the vanishing gradient problem hurt deep sigmoid networks?,,,"Sigmoid derivatives are small, so gradients shrink toward zero through many layers",Sigmoid outputs are unbounded,The loss becomes negative,Weights grow without limit,A,"Repeated multiplication by derivatives below 1 drives the gradient toward zero, so early layers barely learn."
AIML-M020,ai-ml,mcq,neural-networks,medium,How do residual connections help very deep networks?,,,"They give gradients a short path back, easing optimisation of deep stacks",They reduce the parameter count,They remove the need for activation functions,They guarantee no overfitting,A,"Skip connections let the gradient bypass layers, which is why networks hundreds of layers deep became trainable."
AIML-M021,ai-ml,scenario,deployment,medium,A model performs well in testing but latency in production is 10x higher than budget. Which is the most appropriate first step?,,,"Profile to find whether the bottleneck is the model, feature fetching or serialisation",Retrain with fewer epochs,Switch to a completely different algorithm,Increase the batch size at inference,A,Assuming the model is the bottleneck is a guess. Feature lookup and serialisation are frequently the real cost.
AIML-M022,ai-ml,mcq,deployment,medium,What is a feature store for?,,,Serving the same feature definitions consistently to training and inference,Storing trained model binaries,Caching HTTP responses,Versioning source code,A,Training/serving skew comes from computing features two different ways; a feature store keeps one definition.
AIML-M023,ai-ml,mcq,model-selection,medium,"Why should the test set be used only once, at the very end?",,,Repeatedly tuning against it turns it into a second validation set and inflates the estimate,It is usually too small to reuse,Reading it twice corrupts the file,It is only valid for linear models,A,"Every decision made by looking at the test set leaks information into the model, and the score stops being an honest estimate."
AIML-M024,ai-ml,mcq,model-selection,medium,What is nested cross-validation for?,,,Getting an unbiased performance estimate when you also tune hyperparameters,Training on more data,Reducing the number of folds,Speeding up model selection,A,"An inner loop tunes and an outer loop evaluates, so the reported score is not contaminated by tuning."
AIML-M025,ai-ml,scenario,time-series,medium,You are predicting next month's demand and use random k-fold cross-validation. Why is this wrong?,,,"Random folds train on future data to predict the past, leaking information",k-fold is only valid for classification,Time series cannot be cross-validated at all,The folds will be unbalanced,A,Temporal order matters. Use forward-chaining splits where training always precedes validation in time.
AIML-M026,ai-ml,mcq,time-series,medium,What does a strong autocorrelation at lag 12 in monthly data suggest?,,,Yearly seasonality,A linear upward trend,White noise,Missing values every 12 rows,A,A repeating relationship 12 months apart is the signature of an annual seasonal cycle.
AIML-M027,ai-ml,mcq,ensembles,medium,How does boosting differ from bagging?,,,"Boosting trains models sequentially, each focusing on the previous errors",Boosting trains all models independently in parallel,Bagging always uses neural networks,They are the same technique,A,Bagging reduces variance through independent parallel models; boosting reduces bias by fitting residual errors in sequence.
AIML-M028,ai-ml,mcq,ensembles,medium,Why can gradient boosting overfit more easily than a random forest?,,,"Each tree deliberately fits the residual errors of the last, including noise",It uses fewer trees,It cannot be regularised,It always uses the full dataset per tree,A,"Sequentially chasing residuals lets the ensemble fit noise, so learning rate, depth and early stopping matter more."
AIML-M029,ai-ml,mcq,interpretability,medium,What does a SHAP value tell you?,,,Each feature's contribution to pushing one prediction away from the baseline,The global accuracy of the model,The correlation between two features,The optimal number of trees,A,SHAP attributes a single prediction's deviation from the expected value across the features that caused it.
AIML-M030,ai-ml,scenario,interpretability,medium,A loan model must give applicants a reason for rejection. Which approach best fits?,,,A per-prediction attribution method such as SHAP on an interpretable feature set,Global feature importance only,Increasing model accuracy,Removing all categorical features,A,"Regulatory reason codes are about the individual decision, so per-prediction attributions are what is needed."
AIML-M031,ai-ml,mcq,nlp,medium,What problem do subword tokenisers such as BPE solve?,,,"Out-of-vocabulary words, by decomposing rare words into known pieces",Slow GPU training,Text encoding errors,Sentence boundary detection,A,"Any unseen word can be represented as a sequence of known subword units, so the vocabulary stays finite without unknown tokens."
AIML-M032,ai-ml,mcq,nlp,medium,Why are contextual embeddings an improvement over static word vectors?,,,The same word gets different vectors depending on surrounding context,They use less memory,They need no training data,They are always lower dimensional,A,"'Bank' in a river sentence and a finance sentence get different representations, which static vectors cannot express."
AIML-M033,ai-ml,mcq,transformers,medium,What is the computational cost of self-attention with respect to sequence length n?,,,Quadratic in n,Linear in n,Constant,Logarithmic in n,A,"Every position attends to every other, producing an n x n attention matrix."
AIML-M034,ai-ml,mcq,transformers,medium,What does multi-head attention provide over a single attention head?,,,Several representation subspaces attended to in parallel,Fewer parameters,Guaranteed longer context,Faster tokenisation,A,"Different heads can specialise on different relationships, such as syntax in one and coreference in another."
AIML-M035,ai-ml,scenario,bias,medium,A model that never sees race still discriminates by race. What is the most likely explanation?,,,Other features such as postcode act as proxies for it,The model is broken,Removing a feature always removes its effect,The test set is too small,A,"Correlated features carry the same information. Removing the sensitive attribute hides it from you, not from the model."
AIML-M036,ai-ml,mcq,bias,medium,Why can you not satisfy all common fairness definitions at once?,,,They are mathematically incompatible except in degenerate cases,They require too much compute,They need labelled sensitive attributes,They only apply to deep models,A,"Equalised odds, demographic parity and calibration cannot all hold simultaneously unless base rates are equal, so the choice is a value judgement."
