external_id,domain,type,topic,difficulty,question,code,language,option_a,option_b,option_c,option_d,correct,explanation
CY-E051,cybersecurity,mcq,authentication,easy,What is single sign-on?,,,Logging in once per day,One password reused on many sites,Authenticating once with an identity provider to access many applications,A password with one factor,C,"SSO centralises authentication, which improves control but concentrates risk on the provider."
CY-E052,cybersecurity,mcq,authentication,easy,What does OAuth 2.0 primarily handle?,,,Delegated authorisation to access resources on a user's behalf,Password storage,Authentication of users,Encryption of traffic,A,OAuth grants access. OpenID Connect is the layer on top that handles identity.
CY-E053,cybersecurity,mcq,authentication,easy,What is a session fixation attack?,,,Forcing a victim to use a session id the attacker already knows,Guessing a session id,Stealing a session cookie with XSS,Expiring a session early,A,Regenerating the session identifier on login is the standard defence.
CY-E054,cybersecurity,mcq,network,easy,What is port scanning used for?,,,Discovering which services are listening on a host,Blocking traffic,Measuring bandwidth,Encrypting traffic,A,It is a reconnaissance step for both attackers and defenders.
CY-E055,cybersecurity,mcq,network,easy,Why is exposing a database directly to the internet dangerous?,,,Databases cannot use TLS,It uses too much bandwidth,It is slower,Anyone can attempt authentication and exploit any flaw in the database software,D,Databases belong on a private network reachable only by the application.
CY-E056,cybersecurity,mcq,network,easy,What is network segmentation for?,,,Improving DNS resolution,Faster routing,Limiting how far an attacker can move after compromising one system,Reducing cable costs,C,"Segmentation contains lateral movement, which is how a single foothold becomes a full breach."
CY-E057,cybersecurity,mcq,threat-modelling,easy,What is an attack surface?,,,The size of the codebase,The number of servers,The number of employees,The total set of points where an attacker could try to enter or extract data,D,"Every exposed endpoint, port, dependency and integration adds to it."
CY-E058,cybersecurity,mcq,threat-modelling,easy,What is defence in depth?,,,Using one very strong control,Layering multiple independent controls so one failure is not fatal,Encrypting everything twice,Hiring more security staff,B,Every single control eventually fails; layers ensure that failure is not catastrophic.
CY-E059,cybersecurity,mcq,threat-modelling,easy,Why is security through obscurity not a sufficient control on its own?,,,"Once the secret design is discovered, the protection is gone entirely",It slows the system,It cannot be implemented,It is too expensive,A,"Hiding a design may add friction, but the system must remain secure once the design is known."
CY-E060,cybersecurity,mcq,mobile,easy,Why is storing an API secret in a mobile app binary unsafe?,,,Binaries can be decompiled and strings extracted,It increases app size,Apps cannot read their own binary,It breaks code signing,A,Anything shipped to a device is in the attacker's hands. Secrets belong on the server.
CY-E061,cybersecurity,mcq,physical,easy,Why is full-disk encryption important on laptops?,,,It speeds up boot,A stolen laptop otherwise gives full access to its files,It prevents malware,It backs up data,B,The login password does not protect data when the disk is removed and read directly.
CY-E062,cybersecurity,mcq,compliance,easy,What is the purpose of a data retention policy?,,,To keep all data forever,To define how long data is kept and when it is deleted,To compress old records,To speed up queries,B,Holding data longer than needed increases both breach impact and legal exposure.
CY-E063,cybersecurity,mcq,compliance,easy,What does a data breach notification requirement generally oblige an organisation to do?,,,Publish the attacker's identity,Pay a fixed fine,Inform affected individuals and regulators within a defined period,Shut down the service,C,Timely disclosure lets affected people take protective action.
CY-E064,cybersecurity,mcq,web,easy,What is clickjacking?,,,Sending too many requests,Overlaying an invisible frame so a user clicks something they cannot see,Injecting SQL through a form,Stealing clicks from advertisements,B,X-Frame-Options or a frame-ancestors CSP directive prevents your page being framed.
CY-E065,cybersecurity,mcq,web,easy,What does the HSTS header instruct a browser to do?,,,"Always use HTTPS for this domain, even if the user types http",Block all cookies,Disable JavaScript,Cache the page longer,A,It removes the initial plaintext request where a downgrade attack could occur.
CY-E066,cybersecurity,mcq,supply-chain,easy,What is a software supply chain attack?,,,Attacking a delivery company,Stealing source code,Blocking package downloads,Compromising a dependency or build system so the malicious code ships to every downstream user,D,One compromised package can reach thousands of applications at once.
CY-E067,cybersecurity,mcq,supply-chain,easy,Why does pinning dependency versions help security?,,,It reduces package size,It encrypts the package,It makes installs faster,An unexpected new version cannot be pulled in without review,D,Pinning plus a lockfile means the code you audited is the code you ship.
CY-E068,cybersecurity,mcq,cryptography,easy,Why should you not design your own encryption algorithm for production?,,,Custom algorithms cannot be implemented,It is slower to write,Cryptography fails subtly and only survives years of expert public scrutiny,It is illegal everywhere,C,Reviewed standard algorithms exist precisely because homegrown ones fail in ways their authors cannot see.
CY-E069,cybersecurity,mcq,cryptography,easy,What is a digital signature used for?,,,Hiding the sender,Encrypting a message,Proving who created a message and that it was not altered,Compressing a message,C,"The private key signs, the public key verifies, giving authenticity and integrity."
CY-E070,cybersecurity,mcq,risk,easy,How is risk usually expressed in security terms?,,,The likelihood of an event combined with its impact,The cost of the security team,The number of blocked attacks,The number of vulnerabilities found,A,A severe flaw that cannot realistically be reached carries less risk than a moderate one that can.
CY-M001,cybersecurity,scenario,web,medium,A login form is vulnerable to SQL injection. An attacker submits ' OR '1'='1 as the password. What happens?,SELECT * FROM users WHERE email = '...' AND password = '$input',sql,The query returns no rows,The database rejects the syntax,The password is hashed first,"The WHERE clause becomes always true, so authentication is bypassed",D,The injected condition makes the predicate true regardless of the stored password.
CY-M002,cybersecurity,debug,web,medium,Why does this escaping still leave the application vulnerable?,"query = ""SELECT * FROM u WHERE id = "" + userId.replace(""'"", ""''"")",python,replace does not work on strings,Double quotes are not escaped,The query needs a semicolon,"The value is numeric and unquoted, so no quote is needed to inject",D,With no surrounding quotes the attacker just appends SQL directly. Blacklist escaping is not a substitute for parameterisation.
CY-M003,cybersecurity,mcq,web,medium,What is blind SQL injection?,,,Injection into a NoSQL database,"Injection where results are not returned, so the attacker infers data from behaviour or timing",Injection into a hidden form field,Injection that fails silently,B,Boolean or time-based responses leak data one bit at a time even without visible output.
CY-M004,cybersecurity,mcq,web,medium,Why is output encoding context-dependent for XSS prevention?,,,Encoding is only needed once,"The same string is dangerous differently inside HTML, an attribute, JavaScript or a URL",Only HTML needs encoding,Contexts do not matter,B,HTML-escaping a value that lands inside a script block or a URL does not make it safe.
CY-M005,cybersecurity,scenario,web,medium,A site reflects a search term into the page and a CSP with script-src 'self' is set. Why does that reduce XSS impact?,,,Inline injected script is blocked because it is not from an allowed source,CSP escapes the output automatically,CSP blocks all input,CSP encrypts the page,A,"CSP is defence in depth: the injection may still occur, but the payload does not execute."
CY-M006,cybersecurity,mcq,web,medium,Why is a CSP containing 'unsafe-inline' for scripts largely ineffective?,,,It blocks legitimate scripts too,It is ignored by browsers,It only affects styles,It permits exactly the inline script that XSS injects,D,Allowing inline script removes the main protection CSP offers against injected payloads.
CY-M007,cybersecurity,scenario,access-control,medium,"An API returns any invoice when given its id, checking only that the caller is logged in. What is this called?",,,Session fixation,Privilege escalation by design,Insecure direct object reference,Cross-site scripting,C,Also known as broken object level authorisation; the check must confirm the caller owns that object.
CY-M008,cybersecurity,mcq,access-control,medium,Why are sequential resource ids a security consideration?,,,They make enumeration trivial if authorisation is weak,They cannot be used as primary keys,They break caching,They are slower to index,A,"Unguessable ids are defence in depth, but they never replace an authorisation check."
CY-M009,cybersecurity,mcq,access-control,medium,What is privilege escalation?,,,Adding more users to a role,Increasing password complexity,Expanding network bandwidth,Gaining higher permissions than originally granted,D,Vertical escalation reaches admin rights; horizontal escalation reaches another user's data.
CY-M010,cybersecurity,scenario,authentication,medium,Your login endpoint has no rate limit. What attack does this most directly enable?,,,Credential stuffing and brute force at scale,SQL injection,Clickjacking,DNS poisoning,A,"Without a limit, an attacker can test millions of leaked credential pairs cheaply."
CY-M011,cybersecurity,mcq,authentication,medium,Why should rate limiting on login key on both IP and account?,,,IP alone misses distributed attacks; account alone allows locking out victims,Account keys are faster,IP keys are more accurate,Only one is ever needed,A,"Each key alone has a gap the other covers, and account-only limiting becomes a denial-of-service vector."
CY-M012,cybersecurity,mcq,authentication,medium,Why is SMS a weaker second factor than an authenticator app?,,,Apps use longer codes,SMS costs money,SMS is slower,SIM swapping and SS7 interception can redirect the code,D,The delivery channel is attackable by someone who never touches the victim's phone.
CY-M013,cybersecurity,mcq,authentication,medium,What makes a passkey resistant to phishing?,,,The credential is bound to the origin and never leaves the device,It expires quickly,It uses SMS,It is longer than a password,A,A lookalike domain cannot elicit a signature valid for the real one.
CY-M014,cybersecurity,mcq,cryptography,medium,Why is ECB mode unsuitable for encrypting structured data?,,,It cannot handle binary data,It is too slow,"Identical plaintext blocks produce identical ciphertext blocks, revealing patterns",It requires a longer key,C,The classic penguin image demonstrates that structure survives ECB encryption.
CY-M015,cybersecurity,mcq,cryptography,medium,What does an initialisation vector provide in block cipher modes?,,,Integrity protection,Compression,Randomness so the same plaintext encrypts differently each time,A second encryption key,C,An IV must be unpredictable and never reused with the same key.
CY-M016,cybersecurity,mcq,cryptography,medium,What does authenticated encryption such as AES-GCM add over plain encryption?,,,Shorter ciphertext,Key rotation,Detection of tampering with the ciphertext,Faster decryption,C,"Without integrity, an attacker can modify ciphertext and the recipient decrypts attacker-influenced data."
CY-M017,cybersecurity,mcq,cryptography,medium,Why is HMAC preferred over a plain hash of a secret concatenated with a message?,,,Plain hashing is not supported,HMAC uses less memory,HMAC is faster,It resists length-extension attacks that naive constructions allow,D,"With Merkle-Damgard hashes, an attacker can extend the message without knowing the key."
CY-M018,cybersecurity,mcq,cryptography,medium,What problem does perfect forward secrecy solve?,,,A future compromise of the long-term key cannot decrypt past recorded sessions,Certificate expiry,Weak passwords,Slow key exchange,A,Ephemeral session keys mean recorded traffic stays protected even after the server key leaks.
CY-M019,cybersecurity,scenario,cryptography,medium,A team stores password hashes with a single application-wide salt. Why is this weaker than per-user salts?,,,The hash is shorter,It cannot be computed,It is equally strong,"Users with the same password share a hash, and one table cracks them all at once",D,A shared salt is defeated by one precomputation covering every user.
CY-M020,cybersecurity,mcq,network,medium,What does ARP spoofing enable on a local network?,,,Exhausting DHCP leases,Disabling DNS,Redirecting traffic through the attacker's machine,Cracking WiFi passwords,C,"By claiming another host's IP at the link layer, the attacker becomes the man in the middle."
CY-M021,cybersecurity,mcq,network,medium,What is DNS cache poisoning?,,,Flooding a DNS server,Deleting DNS zones,Encrypting DNS traffic,Injecting false DNS records so users are sent to attacker-controlled hosts,D,"The victim resolves a legitimate name to a hostile address, with no visible sign."
CY-M022,cybersecurity,mcq,network,medium,Why does a reflection and amplification DDoS use protocols like DNS or NTP?,,,They cannot be firewalled,They run over TCP,A small spoofed request produces a much larger response sent to the victim,They are unencrypted,C,"The attacker's bandwidth is multiplied, and the traffic appears to come from legitimate servers."
CY-M023,cybersecurity,mcq,network,medium,What is the purpose of a DMZ in network design?,,,Managing certificates,Hosting internet-facing services in a segment isolated from the internal network,Encrypting internal traffic,Storing backups,B,"If the public service is compromised, the internal network is not directly reachable from it."
CY-M024,cybersecurity,scenario,network,medium,An internal service has no authentication because it is only reachable on the private network. What is the flaw in that reasoning?,,,"It assumes the network perimeter never fails, so one compromised host reaches everything",Private networks are slower,Internal services cannot authenticate,There is no flaw,A,This is why zero trust assumes the network is already hostile and authenticates every call.
CY-M025,cybersecurity,mcq,zero-trust,medium,What is the core assumption of a zero trust architecture?,,,Firewalls are unnecessary,No implicit trust based on network location; every request is verified,All traffic must be encrypted twice,Users need no authentication inside the office,B,"Location stops being a credential, which is what limits lateral movement."
CY-M026,cybersecurity,mcq,malware,medium,What is a rootkit designed to do?,,,Log keystrokes only,Hide the attacker's presence by subverting the operating system itself,Encrypt files for ransom,Spread over the network,B,"Because it compromises the tools you would use to detect it, detection often requires an external system."
CY-M027,cybersecurity,mcq,malware,medium,What is a command and control channel?,,,The admin console of a firewall,A backup channel,A logging pipeline,The communication path malware uses to receive instructions and exfiltrate data,D,Detecting unusual outbound connections is often how a quiet compromise is finally found.
CY-M028,cybersecurity,mcq,malware,medium,Why is signature-based antivirus insufficient on its own?,,,It cannot detect novel or polymorphic malware with no known signature,It is too slow,It only works on Windows,It requires internet access,A,Behavioural detection complements signatures precisely because signatures lag new threats.
CY-M029,cybersecurity,scenario,incident-response,medium,You detect a compromised server still communicating outbound. What is the correct immediate action?,,,Reinstall the operating system,Isolate it from the network while preserving its state for analysis,Reboot it,Delete the malicious files,B,Isolation stops damage; rebooting or wiping destroys volatile evidence and may not remove persistence.
CY-M030,cybersecurity,mcq,incident-response,medium,Why is memory captured before shutting down a compromised system?,,,Disk imaging is unreliable,It speeds up recovery,"Volatile memory holds keys, processes and network state that are lost on power off",Memory is easier to compress,C,Order of volatility dictates collecting the most perishable evidence first.
CY-M031,cybersecurity,mcq,incident-response,medium,What is the purpose of a post-incident review?,,,Reducing the incident count on paper,Assigning blame to an individual,Identifying the systemic causes and the controls that would prevent recurrence,Documenting for insurance only,C,Blameless reviews surface the truth; blame-focused ones teach people to hide incidents.
CY-M032,cybersecurity,mcq,logging,medium,Why should authentication failures be logged with the source but not the attempted password?,,,Passwords are too long,Logs cannot store special characters,It is faster,Passwords in logs become a credential store with weak protection,D,"Users mistype their real password, so a failure log quickly fills with valid credentials."
CY-M033,cybersecurity,mcq,logging,medium,What is log injection?,,,Encrypting log files,Deleting log entries,Writing attacker-controlled newlines into logs to forge entries or break parsers,Sending too many log lines,C,Unsanitised input in logs can fabricate events and mislead an investigation.
CY-M034,cybersecurity,scenario,monitoring,medium,An account logs in from two countries within ten minutes. What kind of detection is this?,,,A malware signature,A vulnerability scan,"Impossible travel, a behavioural anomaly signal",A brute force alert,C,"It is a strong indicator of credential compromise, though VPNs produce false positives."
CY-M035,cybersecurity,mcq,monitoring,medium,Why does alert fatigue undermine security monitoring?,,,"Analysts stop investigating alerts, so real incidents are missed among the noise",Alerts consume storage,It slows the network,Alerts cannot be tuned,A,"A noisy detection is often worse than none, because it trains people to ignore the channel."
CY-M036,cybersecurity,mcq,secure-development,medium,What is the purpose of a threat model?,,,Testing the application,Documenting the architecture only,"Systematically identifying what could go wrong and what protects against it, before building",Counting known vulnerabilities,C,Doing it at design time is far cheaper than discovering the same gaps in a penetration test.
CY-M037,cybersecurity,mcq,secure-development,medium,"In STRIDE, what does the S stand for?",,,Sanitisation,Segmentation,Scanning,Spoofing,D,"Spoofing, Tampering, Repudiation, Information disclosure, Denial of service, Elevation of privilege."
CY-M038,cybersecurity,mcq,secure-development,medium,Why should deserialisation of untrusted data be avoided or tightly constrained?,,,Serialisation is deprecated,Some formats can instantiate arbitrary objects and lead to remote code execution,It is slow,It uses too much memory,B,Native deserialisation in several languages executes constructors and magic methods on attacker-chosen types.
CY-M039,cybersecurity,scenario,secure-development,medium,A file upload accepts any filename supplied by the client. What is the risk?,,,Slower uploads,Larger files,Encoding errors,Path traversal writing outside the intended directory,D,A name containing ../ can escape the upload directory entirely. Generate server-side names instead.
CY-M040,cybersecurity,mcq,secure-development,medium,Why is validating a file's extension insufficient for upload security?,,,Extensions cannot be read,It is sufficient,"Content does not have to match the extension, and the server may execute it",Extensions are case sensitive,C,"Validate content type and, more importantly, store uploads where nothing can execute them."
CY-M041,cybersecurity,mcq,ssrf,medium,What is server-side request forgery?,,,Making the server issue attacker-chosen requests to internal systems,Forging a client certificate,Replaying a request,Spoofing the Referer header,A,"SSRF turns the server into a proxy into the private network, including cloud metadata endpoints."
CY-M042,cybersecurity,mcq,ssrf,medium,Why is a blocklist of internal IP ranges a weak SSRF defence?,,,It is a strong defence,"DNS rebinding, redirects and alternative encodings evade it",Blocklists are slow,Internal IPs change,B,"An allow-list of permitted destinations, resolved and pinned, is far more reliable."
CY-M043,cybersecurity,mcq,cloud,medium,Why is an overly permissive S3 bucket policy a common breach cause?,,,Objects expire automatically,Public read access exposes every object to anyone who finds the bucket name,Buckets cannot be encrypted,S3 has no access controls,B,"Misconfiguration, not exploitation, is behind a large share of cloud data exposures."
CY-M044,cybersecurity,mcq,cloud,medium,What is the shared responsibility model?,,,Responsibility rotates monthly,"The provider secures the infrastructure; the customer secures configuration, data and access",The provider secures everything,The customer secures everything,B,"Most cloud breaches occur on the customer's side of the line, in configuration and identity."
CY-M045,cybersecurity,mcq,cloud,medium,Why are short-lived credentials preferred over long-lived access keys?,,,They cannot be revoked,They are cheaper,A leaked credential is only useful for a short window,They are faster to validate,C,Long-lived keys committed to a repository remain valid until someone notices.
CY-M046,cybersecurity,mcq,cloud,medium,Why is the cloud instance metadata endpoint a high-value SSRF target?,,,It can return temporary credentials for the instance's role,It stores user passwords,It is always public,It hosts the application code,A,An SSRF that reaches metadata often converts directly into cloud account access.
CY-M047,cybersecurity,mcq,containers,medium,Why is running a container as root a risk even with namespaces?,,,It breaks networking,A container escape lands the attacker as root on the host,Containers cannot use non-root users,Root containers are slower,B,"Namespaces are a boundary, not a guarantee. Least privilege still applies inside the container."
