external_id,domain,type,topic,difficulty,question,code,language,option_a,option_b,option_c,option_d,correct,explanation
GEN-M002,general,mcq,geography,medium,The Strait of Malacca separates the Malay Peninsula from which island?,,,Java,Borneo,Sumatra,Sulawesi,C,"It is one of the busiest shipping lanes in the world, linking the Indian and Pacific Oceans."
GEN-M003,general,mcq,geography,medium,Which Indian state has the longest coastline?,,,Tamil Nadu,Andhra Pradesh,Maharashtra,Gujarat,D,"Gujarat's heavily indented coast runs roughly 1,600 km, the longest of any Indian state."
GEN-M004,general,mcq,geography,medium,Which is the smallest country in the world by land area?,,,Vatican City,Monaco,San Marino,Liechtenstein,A,"Vatican City covers about 0.49 square kilometres, making Monaco the second smallest."
GEN-M005,general,mcq,history,medium,The Battle of Plassey in 1757 was won by which force?,,,The Mughal Empire,The British East India Company,The Maratha Confederacy,The French East India Company,B,Robert Clive's victory over Siraj-ud-Daulah gave the Company control of Bengal and began British rule in India.
GEN-M006,general,mcq,history,medium,Which treaty formally ended the First World War?,,,The Treaty of Paris,The Treaty of Ghent,The Treaty of Versailles,The Treaty of Utrecht,C,"Signed in 1919, it imposed reparations on Germany that shaped European politics for two decades."
GEN-M007,general,mcq,history,medium,Who founded the Maurya Empire?,,,Ashoka,Bindusara,Samudragupta,Chandragupta Maurya,D,"Chandragupta founded it around 322 BCE. Ashoka, his grandson, expanded it to its greatest extent."
GEN-M008,general,mcq,history,medium,Which civilisation built Machu Picchu?,,,The Inca,The Aztec,The Maya,The Olmec,A,The Inca built it in the Peruvian Andes in the fifteenth century. The Aztec and Maya were in Mesoamerica.
GEN-M009,general,mcq,civics,medium,Which article of the Indian Constitution guarantees equality before the law?,,,Article 19,Article 14,Article 21,Article 32,B,"Article 14 covers equality before the law. Article 19 covers freedoms, Article 21 life and liberty."
GEN-M010,general,mcq,civics,medium,How many schedules does the Constitution of India currently contain?,,,Eight,Ten,Twelve,Fourteen,C,"It began with eight schedules; four more were added by amendment, bringing the total to twelve."
GEN-M011,general,mcq,civics,medium,Who appoints the Chief Election Commissioner of India?,,,The Prime Minister,The Supreme Court,Parliament by vote,The President,D,"The President makes the appointment, though the Commissioner can only be removed like a Supreme Court judge."
GEN-M012,general,mcq,civics,medium,What is the term of a member of the Rajya Sabha in India?,,,Six years,Three years,Four years,Five years,A,"Rajya Sabha members serve six years, with a third of the house retiring every two years. The Lok Sabha term is five years."
GEN-M013,general,mcq,economy,medium,What does GDP stand for?,,,Gross Development Plan,Gross Domestic Product,General Domestic Produce,Gross Deposit Position,B,GDP measures the total value of goods and services produced within a country in a given period.
GEN-M014,general,mcq,economy,medium,Which body issues currency notes in India?,,,The Ministry of Finance,The State Bank of India,The Reserve Bank of India,The Securities and Exchange Board of India,C,"The RBI issues all notes except the one-rupee note, which is issued by the Ministry of Finance."
GEN-M015,general,mcq,organisations,medium,Where are the headquarters of the United Nations?,,,Geneva,Paris,Vienna,New York City,D,"The UN headquarters is in Manhattan. Geneva, Vienna and Nairobi host major UN offices."
GEN-M016,general,mcq,organisations,medium,Which body awards the Nobel Peace Prize?,,,The Norwegian Nobel Committee,The Swedish Academy,The United Nations,The Royal Swedish Academy of Sciences,A,The Peace Prize is the only Nobel awarded in Oslo rather than Stockholm.
GEN-M017,general,mcq,organisations,medium,What does WHO stand for?,,,World Housing Organisation,World Health Organization,World Heritage Office,Workers Health Office,B,The WHO is the United Nations agency responsible for international public health.
GEN-M018,general,mcq,science awareness,medium,Which scientist proposed the general theory of relativity?,,,Isaac Newton,Niels Bohr,Albert Einstein,Galileo Galilei,C,"Einstein published general relativity in 1915, describing gravity as the curvature of spacetime."
GEN-M019,general,mcq,science awareness,medium,Which blood group is known as the universal donor for red blood cells?,,,AB positive,A positive,B negative,O negative,D,"O negative cells carry no A, B or RhD antigens, so they can be given to almost any recipient."
GEN-M020,general,mcq,literature,medium,Which author won the Booker Prize for The God of Small Things?,,,Arundhati Roy,Kiran Desai,Salman Rushdie,Aravind Adiga,A,Roy won in 1997 for her debut novel. Desai won in 2006 and Adiga in 2008.
GEN-M021,general,mcq,reasoning,medium,"If BOOK is written as CPPL in a code, how is WORD written?",,,XQSE,XPSE,VNQC,XPTE,B,"Each letter shifts forward by one: W to X, O to P, R to S, D to E."
GEN-M022,general,mcq,reasoning,medium,A clock reads exactly 3:00. What is the angle between the hour and minute hands?,,,45 degrees,60 degrees,90 degrees,120 degrees,C,"Each hour mark is 30 degrees apart. At 3:00 the hands are three marks apart, so 3 x 30 = 90 degrees."
GEN-M023,general,mcq,reasoning,medium,"Pointing at a man, a woman says: his mother is the only daughter of my mother. How is she related to him?",,,She is his sister,She is his aunt,She is his grandmother,She is his mother,D,"The only daughter of the woman's mother is the woman herself, so the man's mother is the speaker."
GEN-M024,general,mcq,sports,medium,How many interlocking rings appear on the Olympic flag?,,,Five,Four,Six,Seven,A,Five rings represent the five inhabited continents brought together by the Games.
GEN-M025,general,mcq,general awareness,medium,The Prime Meridian passes through which London borough?,,,Westminster,Greenwich,Camden,Kensington,B,"The Royal Observatory at Greenwich defines 0° longitude, which is why the time standard is called Greenwich Mean Time."
