external_id,domain,type,topic,difficulty,question,code,language,option_a,option_b,option_c,option_d,correct,explanation
TCH-E019,tech,mcq,operating systems,easy,Which of these is an operating system?,,,Photoshop,Firefox,Linux,Excel,C,Linux is an operating system. The others are applications that run on top of one.
TCH-E020,tech,mcq,security,easy,What makes a password strong?,,,Using your name so you remember it,Using exactly six characters,Using the same one everywhere,Length combined with a mix of character types,D,"Length matters most, and reuse means one breach compromises every account."
TCH-E021,tech,mcq,security,easy,What is phishing?,,,Tricking someone into revealing information through a fake message,Scanning a network for open ports,Overloading a server with traffic,Encrypting files for ransom,A,"Phishing targets the person rather than the system, usually by imitating a trusted sender."
TCH-E022,tech,mcq,security,easy,What does HTTPS add compared with plain HTTP?,,,Faster page loading,Encryption of the traffic in transit,Free web hosting,Automatic backups,B,HTTPS wraps HTTP in TLS so traffic cannot be read or altered on the way.
TCH-E023,tech,mcq,hardware,easy,What does CPU stand for?,,,Computer Power Unit,Central Program Utility,Central Processing Unit,Control Panel Unit,C,The CPU executes the instructions that make up a program.
TCH-E024,tech,mcq,hardware,easy,Which component holds data temporarily while programs are running?,,,The hard disk,The monitor,The keyboard,RAM,D,RAM is fast volatile memory that loses its contents when power is cut. Disks store data persistently.
TCH-E025,tech,mcq,hardware,easy,What is a GPU mainly designed to do well?,,,Perform many simple calculations in parallel,Store large files permanently,Connect to the internet,Cool the processor,A,"A GPU's many cores suit graphics and, for the same reason, machine learning workloads."
TCH-M001,tech,mcq,programming,medium,"In most programming languages, what is the difference between = and ==?",,,= compares and == assigns,= assigns a value and == compares two values,They mean the same thing,= is for numbers and == is for text,B,"Confusing the two is a classic bug, which is why some languages reject assignment inside a condition."
TCH-M002,tech,code_output,programming,medium,What does this print?,"print(""5"" + ""5"")",python,10,5,55,It raises an error,C,"Both operands are strings, so + concatenates rather than adds. int('5') + int('5') would give 10."
TCH-M003,tech,code_output,programming,medium,What does this print?,"x = [1, 2, 3]\nx.append(4)\nprint(len(x))",python,3,5,"[1, 2, 3, 4]",4,D,"append() adds one element in place, so the list grows from three items to four."
TCH-M004,tech,code_output,programming,medium,What does this print?,print(bool(0)),python,False,True,0,None,A,"0 is falsy in Python, so bool(0) is False. Any non-zero number would give True."
TCH-M005,tech,mcq,programming,medium,What is the value of 7 % 3?,,,2,1,3,2.33,B,The modulo operator returns the remainder: 7 divided by 3 is 2 with remainder 1.
TCH-M006,tech,mcq,programming,medium,"Which data structure follows last-in, first-out order?",,,A queue,An array,A stack,A linked list,C,"A stack pushes and pops from the same end. A queue is first-in, first-out."
TCH-M007,tech,mcq,programming,medium,"Which data structure follows first-in, first-out order?",,,A stack,A tree,A hash table,A queue,D,"A queue removes items in the order they arrived, like a line at a counter."
TCH-M008,tech,mcq,programming,medium,What is the time complexity of binary search on a sorted array of n items?,,,O(log n),O(n),O(n log n),O(1),A,"Each comparison halves the remaining range, so the number of steps grows logarithmically."
TCH-M009,tech,mcq,web,medium,What does an API let you do?,,,Design the layout of a web page,Let one program request services or data from another,Store files on a hard disk,Physically connect two computers,B,"An API is a defined contract for programmatic access, independent of any user interface."
TCH-M010,tech,mcq,web,medium,Which HTTP method is normally used to submit new data to a server?,,,GET,HEAD,POST,OPTIONS,C,POST sends data in the request body. GET is meant to be safe and should not change server state.
TCH-M011,tech,mcq,web,medium,What does an HTTP 404 status code mean?,,,The server had an internal error,Authentication is required,The request succeeded,The requested resource was not found,D,404 is a client-side error meaning the path does not exist. 500 signals a server-side failure.
TCH-M012,tech,mcq,web,medium,What does DNS do?,,,Translates domain names into IP addresses,Encrypts web traffic,Stores website files,Blocks malicious websites,A,"DNS is the internet's directory, turning a human-readable name into an address routers can use."
TCH-M013,tech,mcq,databases,medium,Which SQL clause filters which rows are returned?,,,ORDER BY,WHERE,GROUP BY,SELECT,B,WHERE filters rows before grouping. ORDER BY sorts and GROUP BY aggregates.
TCH-M014,tech,mcq,databases,medium,What is a foreign key?,,,A password used to access the database,A key stored outside the country,A column that references the primary key of another table,An index that speeds up searching,C,"Foreign keys enforce referential integrity, so a row cannot point at a parent that does not exist."
TCH-M015,tech,mcq,databases,medium,What does a SQL JOIN do?,,,Merges two databases into one file,Adds a new column to a table,Deletes duplicate rows,Combines rows from two tables based on a related column,D,"A JOIN matches rows across tables using a shared key, most often a foreign key relationship."
TCH-M016,tech,mcq,databases,medium,Which SQL statement removes all rows from a table but keeps its structure?,,,DELETE FROM table,DROP TABLE table,REMOVE table,ERASE table,A,"DELETE removes rows. DROP removes the table definition itself, structure and all."
TCH-M017,tech,mcq,networking,medium,What does TCP guarantee that UDP does not?,,,Higher transmission speed,"Reliable, in-order delivery of data",Encryption of the payload,A permanent IP address,B,TCP retransmits lost packets and reorders them. UDP trades that for lower latency and overhead.
TCH-M018,tech,mcq,networking,medium,Which port does HTTPS use by default?,,,80,22,443,8080,C,HTTPS defaults to 443 and HTTP to 80. Port 22 is SSH.
TCH-M019,tech,mcq,networking,medium,What is the purpose of a firewall?,,,To speed up the internet connection,To store backup copies of files,To convert file formats,To control which network traffic is allowed in or out,D,"A firewall enforces rules on traffic by address, port or protocol."
TCH-M020,tech,mcq,operating systems,medium,What is virtual memory used for?,,,Letting the system use disk space to extend available memory,Encrypting files on disk,Speeding up the network card,Running programs in a browser,A,"Pages are swapped between RAM and disk, so programs can exceed physical memory at a speed cost."
TCH-M021,tech,mcq,operating systems,medium,What is the main difference between a process and a thread?,,,Threads are always slower than processes,Threads within a process share the same memory space,Processes cannot run in parallel,Threads have no access to the CPU,B,"Separate processes have isolated memory, which is why threads communicate more cheaply but more dangerously."
TCH-M022,tech,mcq,security,medium,What is two-factor authentication?,,,Using two different passwords,Logging in from two devices,Requiring a second proof of identity in addition to a password,Encrypting data twice,C,"The second factor is something you have or are, so a stolen password alone is not enough."
TCH-M023,tech,mcq,security,medium,What is a SQL injection attack?,,,Flooding a database with connections,Physically stealing a database server,Guessing a database password repeatedly,Untrusted input being interpreted as part of a database query,D,Parameterised queries prevent it by keeping data and query structure strictly separate.
TCH-M024,tech,mcq,version control,medium,What does a git commit do?,,,Records a snapshot of the staged changes in the repository history,Uploads the code to a website,Deletes the previous version,Compiles the source code,A,A commit is local. Sending it to a remote repository requires a push.
TCH-M025,tech,mcq,artificial intelligence,medium,What is machine learning?,,,Any program written in Python,Building systems that learn patterns from data rather than following fixed rules,Connecting many computers together,Automatically translating one language to another only,B,The defining feature is that behaviour is derived from training data rather than hand-coded.
